task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features,time_window
multi,LightGBM,BBA,0.1,0.774895178197065,0.7725499377178396,0.0062237945492662474,0.0025765901870968607,0.7686713836477987,0.9876870912406459,0.26957686398850667,0.8733621593291405,263.0, (1hours)
multi,LightGBM,BBA,0.2,0.774895178197065,0.7725499377178396,0.0001310272536687631,0.00010496747869572931,0.7747641509433962,0.9997376705141658,0.23001394283016438,0.8733621593291405,263.0, (1hours)
multi,LightGBM,BBA,0.3,0.774895178197065,0.7725499377178396,6.551362683438155e-05,5.098780318283401e-05,0.7748296645702306,0.9998688352570829,0.2423255997563933,0.8733621593291405,263.0, (1hours)
multi,LightGBM,DBA-style,0.05,0.774895178197065,0.7725499377178396,0.2276598532494759,0.2258455616473315,0.5472353249475891,0.6819079037902867,0.4777335896459358,0.8733621593291405,263.0, (1hours)
multi,LightGBM,DBA-style,0.1,0.774895178197065,0.7725499377178396,0.11707285115303984,0.11351198751796683,0.6578223270440251,0.774622417064682,0.5101875939270719,0.8733621593291405,263.0, (1hours)
multi,LightGBM,DBA-style,0.2,0.774895178197065,0.7725499377178396,0.10835953878406708,0.10325581443504085,0.6665356394129979,0.7855751642327437,0.5033265268364526,0.8733621593291405,263.0, (1hours)
multi,LightGBM,DBA-style,0.3,0.774895178197065,0.7725499377178396,0.1061975890985325,0.10088443693161633,0.6686975890985325,0.7895001786940911,0.5033390186504437,0.8733621593291405,263.0, (1hours)
multi,LightGBM,FGSM-SNN,0.05,0.774895178197065,0.7725499377178396,0.225104821802935,0.2055497637855832,0.54979035639413,0.666283484444007,0.19155304523482405,0.8733621593291405,263.0, (1hours)
multi,LightGBM,FGSM-SNN,0.1,0.774895178197065,0.7725499377178396,0.324685534591195,0.2556141406246996,0.45020964360587,0.5132392178743062,0.08073385817236794,0.8733621593291405,263.0, (1hours)
multi,LightGBM,FGSM-SNN,0.2,0.774895178197065,0.7725499377178396,0.32121331236897277,0.2283432499834558,0.4536818658280922,0.5484819692128823,0.09920598318650019,0.8733621593291405,263.0, (1hours)
multi,LightGBM,FGSM-SNN,0.3,0.774895178197065,0.7725499377178396,0.321082285115304,0.21968869309134476,0.453812893081761,0.53609769113465,0.09348399295329717,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-10-SNN,0.05,0.774895178197065,0.7725499377178396,0.2131158280922432,0.19989431492587642,0.5617793501048217,0.6905292154902938,0.25371241889001356,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-10-SNN,0.1,0.774895178197065,0.7725499377178396,0.3318920335429769,0.2755491858603113,0.443003144654088,0.5228717610701434,0.08833838320713824,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-10-SNN,0.2,0.774895178197065,0.7725499377178396,0.3461084905660377,0.2765297844075481,0.42878668763102723,0.5555225582916266,0.057956426770326634,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-10-SNN,0.3,0.774895178197065,0.7725499377178396,0.34073637316561844,0.26364412573077795,0.43415880503144655,0.5549440767172105,0.03303642988574319,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-20-SNN,0.05,0.774895178197065,0.7725499377178396,0.21226415094339623,0.19972321290885503,0.5626310272536688,0.6892983972462143,0.26798295950721707,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-20-SNN,0.1,0.774895178197065,0.7725499377178396,0.31086215932914046,0.25463098144157015,0.46403301886792453,0.5425364980714974,0.09137405400043982,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-20-SNN,0.2,0.774895178197065,0.7725499377178396,0.3472877358490566,0.2723868883660789,0.42760744234800835,0.5416733023586913,0.08264247594025788,0.8733621593291405,263.0, (1hours)
multi,LightGBM,PGD-20-SNN,0.3,0.774895178197065,0.7725499377178396,0.3281577568134172,0.25909602141725363,0.44673742138364775,0.5667037069158467,0.07970151552360472,0.8733621593291405,263.0, (1hours)
multi,RF,BBA,0.05,0.7570099580712788,0.7550598575733513,0.23414570230607967,0.22927308807984617,0.5228642557651992,0.652238571239356,0.358400269494082,0.8446016771488469,263.0, (1hours)
multi,RF,BBA,0.1,0.7570099580712788,0.7550598575733513,0.16555293501048218,0.15171595813003608,0.5914570230607967,0.6987730471354243,0.3674726327728597,0.8446016771488469,263.0, (1hours)
