task,fold,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_classes,num_features,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features,time_window
binary,1,RF,PGD-10-SNN,0.3,0.8275681341719078,0.8269399364676792,0.6056079664570231,0.4938878722090811,0.2219601677148847,0.06384933394579696,0.06384933394579696,0.8883647798742138,2,263,10.0,10.0,0.03,,,,, (1hours)
binary,1,RF,PGD-20-SNN,0.3,0.8275681341719078,0.8269399364676792,0.6121593291404612,0.4964123144132797,0.21540880503144655,0.05558107487367937,0.05558107487367937,0.8883647798742138,2,263,20.0,19.0,0.015789473684210527,,,,, (1hours)
binary,1,RF,BBA,0.3,0.8275681341719078,0.8269399364676792,0.44365828092243187,0.4004118665359105,0.3839098532494759,0.2223242994947175,0.2223242994947175,0.8883647798742138,2,263,,,,170.0,280.0,200.0,, (1hours)
binary,1,RF,DBA-style,0.3,0.8275681341719078,0.8269399364676792,0.7507861635220126,0.7515210561843418,0.07678197064989523,0.08451998162609095,0.08451998162609095,0.8883647798742138,2,263,,,,,,,175.0, (1hours)
binary,1,DT,FGSM-SNN,0.05,0.8204926624737946,0.8223457162029282,0.4638364779874214,0.4182957359353048,0.3566561844863732,0.18843373493975904,0.18843373493975904,0.8915094339622641,2,263,,,,,,,, (1hours)
binary,1,DT,PGD-10-SNN,0.05,0.8204926624737946,0.8223457162029282,0.469601677148847,0.42041971251689086,0.3508909853249476,0.16771084337349398,0.16771084337349398,0.8915094339622641,2,263,10.0,3.0,0.1,,,,, (1hours)
binary,1,DT,PGD-20-SNN,0.05,0.8204926624737946,0.8223457162029282,0.4669811320754717,0.41904443999181307,0.3535115303983229,0.17204819277108432,0.17204819277108432,0.8915094339622641,2,263,20.0,9.5,0.031578947368421054,,,,, (1hours)
binary,1,DT,BBA,0.05,0.8204926624737946,0.8223457162029282,0.2583857442348008,0.26795912302139574,0.5621069182389937,0.5272289156626506,0.5272289156626506,0.8915094339622641,2,263,,,,80.0,160.0,115.0,, (1hours)
binary,1,DT,DBA-style,0.05,0.8204926624737946,0.8223457162029282,0.39858490566037735,0.3727019246603011,0.42190775681341725,0.27036144578313254,0.27036144578313254,0.8915094339622641,2,263,,,,,,,105.0, (1hours)
binary,1,DT,FGSM-SNN,0.1,0.8204926624737946,0.8223457162029282,0.45754716981132076,0.41618576985944666,0.36294549266247383,0.203855421686747,0.203855421686747,0.8915094339622641,2,263,,,,,,,, (1hours)
binary,1,DT,PGD-10-SNN,0.1,0.8204926624737946,0.8223457162029282,0.46147798742138363,0.41391166234946675,0.35901467505241097,0.1821686746987952,0.1821686746987952,0.8915094339622641,2,263,10.0,3.0,0.1,,,,, (1hours)
binary,1,DT,PGD-20-SNN,0.1,0.8204926624737946,0.8223457162029282,0.4620020964360587,0.41472746406189204,0.3584905660377359,0.18072289156626506,0.18072289156626506,0.8915094339622641,2,263,20.0,9.5,0.031578947368421054,,,,, (1hours)
binary,1,DT,BBA,0.1,0.8204926624737946,0.8223457162029282,0.23401467505241091,0.24708451143779722,0.5864779874213837,0.5696385542168675,0.5696385542168675,0.8915094339622641,2,263,,,,80.0,160.0,115.0,, (1hours)
binary,1,DT,DBA-style,0.1,0.8204926624737946,0.8223457162029282,0.36530398322851154,0.3492980788654844,0.45518867924528306,0.3301204819277108,0.3301204819277108,0.8915094339622641,2,263,,,,,,,105.0, (1hours)
