task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.6302410901467506,0.5089634508774717,0.03343598768147822,0.03343598768147822,1.0,1.0,0.0,0.0,0.36975890985324944,0.6302410901467506,0.03343598768147822,0.03343598768147822,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.639412997903564,0.5306370464768992,0.03739551253849538,0.03739551253849538,1.0,1.0,0.0,0.0,0.360587002096436,0.639412997903564,0.03739551253849538,0.03739551253849538,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.6331236897274634,0.524025093823599,0.0431148262208535,0.0431148262208535,1.0,1.0,0.0,0.0,0.36687631027253664,0.6331236897274634,0.0431148262208535,0.0431148262208535,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.47746331236897277,0.42106200587061593,0.19841619005719313,0.19841619005719313,0.6580188679245284,0.6097463629183176,0.02080566622399292,0.02080566622399292,0.18055555555555558,0.47746331236897277,0.19841619005719313,0.19841619005719313,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.8330712788259959,0.831787810532484,0.028596568411790584,0.028596568411790584,0.8687106918238994,0.8686064429133294,0.01018149623727313,0.01018149623727313,0.03563941299790352,0.8330712788259959,0.028596568411790584,0.028596568411790584,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5476939203354297,0.4780571564818563,0.192696876374835,0.192696876374835,1.0,1.0,0.0,0.0,0.45230607966457026,0.5476939203354297,0.192696876374835,0.192696876374835,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5969601677148847,0.49666431212657447,0.0985481742190937,0.0985481742190937,1.0,1.0,0.0,0.0,0.4030398322851153,0.5969601677148847,0.0985481742190937,0.0985481742190937,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5898846960167715,0.49353536364189443,0.11218653761548614,0.11218653761548614,1.0,1.0,0.0,0.0,0.4101153039832285,0.5898846960167715,0.11218653761548614,0.11218653761548614,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.4693396226415094,0.41618630350875424,0.21205455345358556,0.21205455345358556,0.6580188679245284,0.6072141746364974,0.015493581230633024,0.015493581230633024,0.18867924528301894,0.4693396226415094,0.21205455345358556,0.21205455345358556,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.8320230607966457,0.8306969998537576,0.029036515618125824,0.029036515618125824,0.8687106918238994,0.8686064429133294,0.01018149623727313,0.01018149623727313,0.0366876310272537,0.8320230607966457,0.029036515618125824,0.029036515618125824,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5296121593291404,0.47799155991701375,0.2432908051033876,0.2432908051033876,1.0,1.0,0.0,0.0,0.4703878406708596,0.5296121593291404,0.2432908051033876,0.2432908051033876,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5728511530398323,0.4984866439778937,0.1636603607567092,0.1636603607567092,1.0,1.0,0.0,0.0,0.42714884696016775,0.5728511530398323,0.1636603607567092,0.1636603607567092,10.0,10.0,0.02,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.559748427672956,0.490254703963837,0.18433787945446548,0.18433787945446548,0.9997379454926625,0.9997379683741883,0.0004426737494466578,0.0004426737494466578,0.4399895178197065,0.559748427672956,0.18433787945446548,0.18433787945446548,20.0,19.0,0.010526315789473684,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.2,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.37342767295597484,0.3542610932908046,0.37307523097228334,0.37307523097228334,0.6163522012578616,0.5440301790208817,0.02478972996901284,0.02478972996901284,0.24292452830188677,0.37342767295597484,0.37307523097228334,0.37307523097228334,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.2,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.8301886792452831,0.8288306325998692,0.030356357237131544,0.030356357237131544,0.8684486373165619,0.86837921534893,0.011066843736166445,0.011066843736166445,0.0382599580712788,0.8301886792452831,0.030356357237131544,0.030356357237131544,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5579140461215933,0.49763245394885375,0.19885613726352838,0.19885613726352838,1.0,1.0,0.0,0.0,0.44208595387840666,0.5579140461215933,0.19885613726352838,0.19885613726352838,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.575733752620545,0.5023158311836513,0.161460624725033,0.161460624725033,1.0,1.0,0.0,0.0,0.42426624737945495,0.575733752620545,0.161460624725033,0.161460624725033,10.0,10.0,0.03,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.889412997903564,0.889451501451319,0.8870545073375262,0.8872761679472544,0.002358490566037763,0.9059224318658281,0.9012054507337526,0.3,22896,2,716,0.5770440251572327,0.5037052643813006,0.16058073031236253,0.16058073031236253,1.0,1.0,0.0,0.0,0.42295597484276726,0.5770440251572327,0.16058073031236253,0.16058073031236253,20.0,19.0,0.015789473684210527,,,,
