task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.041994234800838574,0.81937893081761,0.7773846960167714,0.9328720607754438,0.09953867914183788,0.9328720607754438,0.09953867914183788,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.00963050314465409,0.7938941299790356,0.7842636268343816,0.9849164491191509,0.15318680936558787,0.9849164491191509,0.15318680936558787,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.004520440251572328,0.8445361635220126,0.8400157232704403,0.9926645942566792,0.08390703592247974,0.9926645942566792,0.08390703592247974,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.0005241090146750524,0.932520964360587,0.9319968553459119,0.9992317822651449,0.006997000229707147,0.9992317822651449,0.006997000229707147,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.17203878406708595,0.8832547169811321,0.7112159329140462,0.7483426300596704,0.00940756131554812,0.7483426300596704,0.00940756131554812,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.1320754716981132,0.8885613207547169,0.7564858490566038,0.8131099974870688,0.009185831825525948,0.8131099974870688,0.009185831825525948,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.09276729559748428,0.9013364779874213,0.808569182389937,0.8745311815341126,0.011628450191774862,0.8745311815341126,0.011628450191774862,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.08863993710691824,0.904022536687631,0.8153825995807128,0.8781458688376422,0.010627716562842513,0.8781458688376422,0.010627716562842513,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.4257075471698113,0.7285770440251572,0.3028694968553459,0.48337407657982107,0.1624256197476909,0.48337407657982107,0.1624256197476909,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.33228511530398325,0.7433176100628931,0.4110324947589098,0.6192344921854253,0.14414330689320692,0.6192344921854253,0.14414330689320692,0.8938679245283019,0.8988469601677149,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8975366876310272,0.8932783018867925,0.004258385744234844,0.37513102725366876,0.8105345911949685,0.43540356394129975,0.5424160366439719,0.017845313679480012,0.5424160366439719,0.017845313679480012,0.8938679245283019,0.8988469601677149,716.0
