task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.08064727463312368,0.778498427672956,0.6978511530398323,0.8575387602596184,0.04793611610700979,0.8575387602596184,0.04793611610700979,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.01218553459119497,0.7351939203354297,0.7230083857442348,0.9790834737739282,0.04977150812192824,0.9790834737739282,0.04977150812192824,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.0013757861635220127,0.7718815513626834,0.7705057651991614,0.9976681471911878,0.014358567967203808,0.9976681471911878,0.014358567967203808,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.0007861635220125787,0.9286556603773585,0.9278694968553459,0.9986032879506366,0.0032366219263669062,0.9986032879506366,0.0032366219263669062,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.1559224318658281,0.8330057651991614,0.6770833333333333,0.8057129642390222,0.001915784165076428,0.8057129642390222,0.001915784165076428,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.11091457023060797,0.8474187631027253,0.7365041928721174,0.8675277433315227,0.0014538923621592813,0.8675277433315227,0.0014538923621592813,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.06629979035639413,0.8558045073375262,0.7895047169811321,0.9082691846293132,0.0015631876151217222,0.9082691846293132,0.0015631876151217222,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.06341719077568134,0.9129323899371069,0.8495151991614256,0.9111729109893292,0.0018932555237925804,0.9111729109893292,0.0018932555237925804,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.3504323899371069,0.64937106918239,0.298938679245283,0.5067631617714303,0.0563864910635496,0.5067631617714303,0.0563864910635496,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.30509696016771487,0.6764281970649895,0.37133123689727465,0.5912331254660806,0.037714836725004114,0.5912331254660806,0.037714836725004114,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.27083333333333337,0.7311975890985325,0.4603642557651992,0.674383120874897,0.000553515306348293,0.674383120874897,0.000553515306348293,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.27594339622641506,0.9996069182389937,0.7236635220125787,0.6678231752399104,0.00022231514446334507,0.6678231752399104,0.00022231514446334507,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.3810272536687631,0.629979035639413,0.24895178197064988,0.5083243874357021,0.05767288589917654,0.5083243874357021,0.05767288589917654,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.38299266247379454,0.6249344863731656,0.24194182389937108,0.4945759329741325,0.14409210136199252,0.4945759329741325,0.14409210136199252,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.2,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.4179114255765199,0.8239648846960168,0.40605345911949686,0.4013159540316624,0.0008914427276369159,0.4013159540316624,0.0008914427276369159,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.3,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.461019392033543,0.9990172955974843,0.5379979035639413,0.3377617057547976,0.0009922138879661225,0.3377617057547976,0.0009922138879661225,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.05,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.37074161425576524,0.6411818658280922,0.27044025157232704,0.5172849469303173,0.06074783698501573,0.5172849469303173,0.06074783698501573,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.1,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.36301100628930816,0.6297169811320755,0.26670597484276726,0.5292020280946038,0.12958815859190315,0.5292020280946038,0.12958815859190315,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.2,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.414832285115304,0.8073899371069182,0.3925576519916142,0.4078447391296555,0.0013309617803364219,0.4078447391296555,0.0013309617803364219,0.8784722222222222,0.9313417190775681,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.3,0.8543632075471698,0.8189203354297694,0.03544287211740044,0.45728511530398325,0.9988207547169812,0.5415356394129979,0.33603840510534666,0.001217375762228473,0.33603840510534666,0.001217375762228473,0.8784722222222222,0.9313417190775681,716.0
