task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8562631027253669,0.818854821802935,0.03740828092243187,0.11229035639412999,0.6935272536687631,0.5812368972746331,0.8012557587488557,0.02478207738211825,0.8012557587488557,0.02478207738211825,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8562631027253669,0.818854821802935,0.03740828092243187,0.00969601677148847,0.6977201257861635,0.688024109014675,0.9827159445434193,0.034419787915240106,0.9827159445434193,0.034419787915240106,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8562631027253669,0.818854821802935,0.03740828092243187,0.004585953878406709,0.7217636268343816,0.7171776729559748,0.9918305458448157,0.023891169844027824,0.9918305458448157,0.023891169844027824,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8562631027253669,0.818854821802935,0.03740828092243187,0.0022274633123689725,0.9226939203354297,0.9204664570230607,0.9960362330015367,0.004086048961969999,0.9960362330015367,0.004086048961969999,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8562631027253669,0.818854821802935,0.03740828092243187,0.10239779874213836,0.7843291404612159,0.6819313417190775,0.8278068356679407,0.005886936232040869,0.8278068356679407,0.005886936232040869,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8562631027253669,0.818854821802935,0.03740828092243187,0.07612683438155136,0.7857704402515724,0.709643605870021,0.8736920361957017,0.004603497472579821,0.8736920361957017,0.004603497472579821,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8562631027253669,0.818854821802935,0.03740828092243187,0.04690775681341719,0.830516247379455,0.7836084905660378,0.918872609148028,0.0011042615162618332,0.918872609148028,0.0011042615162618332,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8562631027253669,0.818854821802935,0.03740828092243187,0.044745807127882606,0.9090670859538784,0.8643212788259959,0.9219888616192049,0.001323196597625757,0.9219888616192049,0.001323196597625757,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8562631027253669,0.818854821802935,0.03740828092243187,0.47995283018867924,0.7461346960167715,0.2661818658280922,0.35859826489817187,0.06636553752589969,0.35859826489817187,0.06636553752589969,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8562631027253669,0.818854821802935,0.03740828092243187,0.4734014675052411,0.7897667714884696,0.31636530398322854,0.28689901159804376,0.027622653275425305,0.28689901159804376,0.027622653275425305,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8562631027253669,0.818854821802935,0.03740828092243187,0.48198375262054505,0.8463050314465409,0.36432127882599574,0.2747533596162174,0.00033574775887336357,0.2747533596162174,0.00033574775887336357,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8562631027253669,0.818854821802935,0.03740828092243187,0.4626572327044025,0.9992793501048218,0.5366221174004193,0.2996839046059376,0.0003290672399542322,0.2996839046059376,0.0003290672399542322,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8562631027253669,0.818854821802935,0.03740828092243187,0.4699947589098532,0.7358490566037736,0.2658542976939203,0.39380234634277617,0.0675819890450788,0.39380234634277617,0.0675819890450788,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8562631027253669,0.818854821802935,0.03740828092243187,0.41208071278826,0.7452175052410902,0.33313679245283023,0.37802623708240624,0.04967096816275838,0.37802623708240624,0.04967096816275838,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.2,0.8562631027253669,0.818854821802935,0.03740828092243187,0.37742400419287214,0.7826912997903563,0.4052672955974843,0.45347453994878467,0.0012345227662087102,0.45347453994878467,0.0012345227662087102,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.3,0.8562631027253669,0.818854821802935,0.03740828092243187,0.3660901467505241,0.9992138364779874,0.6331236897274634,0.4589916573638172,0.00099834532908346,0.4589916573638172,0.00099834532908346,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.05,0.8562631027253669,0.818854821802935,0.03740828092243187,0.47674266247379454,0.7355214884696016,0.25877882599580715,0.39574594588896617,0.06826149431756137,0.39574594588896617,0.06826149431756137,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.1,0.8562631027253669,0.818854821802935,0.03740828092243187,0.41915618448637315,0.763233752620545,0.3440775681341719,0.3725535201333713,0.041545044031828654,0.3725535201333713,0.041545044031828654,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.2,0.8562631027253669,0.818854821802935,0.03740828092243187,0.37978249475890985,0.7908805031446541,0.41109800838574423,0.4513757190665266,0.0011095596046007644,0.4513757190665266,0.0011095596046007644,0.8846960167714885,0.9289832285115305,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.3,0.8562631027253669,0.818854821802935,0.03740828092243187,0.3594077568134172,0.9990828092243187,0.6396750524109014,0.47074316990000886,0.001112358805596832,0.47074316990000886,0.001112358805596832,0.8846960167714885,0.9289832285115305,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.05,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.11229035639412999,0.6388888888888888,0.526598532494759,0.8012557587488557,0.1754275497053042,0.8012557587488557,0.1754275497053042,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.1,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.00969601677148847,0.6356132075471698,0.6259171907756813,0.9827159445434193,0.19178291452377483,0.9827159445434193,0.19178291452377483,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.2,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.004585953878406709,0.603708071278826,0.5991221174004193,0.9918305458448157,0.25540445909446136,0.9918305458448157,0.25540445909446136,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.3,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.0022274633123689725,0.5378013626834381,0.5355738993710691,0.9960362330015367,0.29683377988742526,0.9960362330015367,0.29683377988742526,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.05,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.10239779874213836,0.7878013626834381,0.6854035639412999,0.8278068356679407,0.09369605875498545,0.8278068356679407,0.09369605875498545,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.1,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.07612683438155136,0.7737159329140462,0.6975890985324947,0.8736920361957017,0.11727402380085494,0.8736920361957017,0.11727402380085494,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.2,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.04690775681341719,0.7492793501048218,0.7023715932914046,0.918872609148028,0.16038924948578465,0.918872609148028,0.16038924948578465,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.3,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.044745807127882606,0.7487552410901468,0.7040094339622641,0.9219888616192049,0.16165508930165717,0.9219888616192049,0.16165508930165717,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.47995283018867924,0.602856394129979,0.12290356394129978,0.35859826489817187,0.1147917550758754,0.35859826489817187,0.1147917550758754,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.4734014675052411,0.660377358490566,0.18697589098532497,0.28689901159804376,0.011425342250859484,0.28689901159804376,0.011425342250859484,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.48198375262054505,0.7433176100628931,0.261333857442348,0.2747533596162174,0.009828076293177139,0.2747533596162174,0.009828076293177139,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.4626572327044025,0.9924004192872117,0.5297431865828092,0.2996839046059376,0.010971692080312678,0.2996839046059376,0.010971692080312678,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.46940513626834385,0.6215932914046122,0.15218815513626832,0.3941450621133519,0.11890775029851439,0.3941450621133519,0.11890775029851439,0.8846960167714885,0.8817479035639413,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8562631027253669,0.8598008385744235,-0.003537735849056589,0.413980607966457,0.6971305031446541,0.28314989517819705,0.37639475231322994,0.01006503632454804,0.37639475231322994,0.01006503632454804,0.8846960167714885,0.8817479035639413,716.0
