task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.634958071278826,0.54019393082605,0.053983456682629515,0.053983456682629515,1.0,1.0,0.0,0.0,0.365041928721174,0.634958071278826,0.053983456682629515,0.053983456682629515,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6543501048218029,0.579320529445402,0.053112755768393555,0.053112755768393555,0.9997379454926625,0.9997379683741883,0.0004361098996947231,0.0004361098996947231,0.3453878406708596,0.6543501048218029,0.053112755768393555,0.053112755768393555,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6561844863731656,0.5779430173886005,0.04919460165433174,0.04919460165433174,1.0,1.0,0.0,0.0,0.3438155136268344,0.6561844863731656,0.04919460165433174,0.04919460165433174,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.5217505241090147,0.4527821300863226,0.14192424902046147,0.14192424902046147,0.7623165618448637,0.7500070719911749,0.030527692978630616,0.030527692978630616,0.24056603773584906,0.5217505241090147,0.14192424902046147,0.14192424902046147,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.8616352201257862,0.8611311344299918,0.023944275141488898,0.023944275141488898,0.8873165618448637,0.8869485933004713,0.0026166593981683385,0.0026166593981683385,0.025681341719077544,0.8616352201257862,0.023944275141488898,0.023944275141488898,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6056079664570231,0.5275370295784748,0.10666086199390509,0.10666086199390509,1.0,1.0,0.0,0.0,0.3943920335429769,0.6056079664570231,0.10666086199390509,0.10666086199390509,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.610587002096436,0.5185877199033131,0.0827165868524162,0.0827165868524162,0.9997379454926625,0.9997379683741883,0.0004361098996947231,0.0004361098996947231,0.38915094339622647,0.610587002096436,0.0827165868524162,0.0827165868524162,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6155660377358491,0.5235511946749012,0.08097518502394427,0.08097518502394427,0.999475890985325,0.9994759824162248,0.0008722197993894462,0.0008722197993894462,0.3839098532494759,0.6155660377358491,0.08097518502394427,0.08097518502394427,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.5031446540880503,0.4361288738015666,0.16412712233347845,0.16412712233347845,0.7099056603773585,0.6845466067049505,0.03532490187527257,0.03532490187527257,0.20676100628930816,0.5031446540880503,0.16412712233347845,0.16412712233347845,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.8592767295597484,0.858777377312954,0.026121027427078797,0.026121027427078797,0.8860062893081762,0.8856233113879409,0.0030527692978630614,0.0030527692978630614,0.026729559748427723,0.8592767295597484,0.026121027427078797,0.026121027427078797,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6415094339622641,0.5519697514909192,0.053112755768393555,0.053112755768393555,1.0,1.0,0.0,0.0,0.3584905660377359,0.6415094339622641,0.053112755768393555,0.053112755768393555,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6305031446540881,0.5399041807853091,0.06486721811057902,0.06486721811057902,0.9997379454926625,0.9997379683741883,0.0004361098996947231,0.0004361098996947231,0.3692348008385744,0.6305031446540881,0.06486721811057902,0.06486721811057902,10.0,10.0,0.02,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6367924528301887,0.5467419884706426,0.0587723117109273,0.0587723117109273,0.9997379454926625,0.9997379683741883,0.0004361098996947231,0.0004361098996947231,0.3629454926624738,0.6367924528301887,0.0587723117109273,0.0587723117109273,20.0,19.0,0.010526315789473684,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.2,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.3398846960167715,0.33051177559072714,0.43535045711798,0.43535045711798,0.7009958071278826,0.6703076201565755,0.02965547317924117,0.02965547317924117,0.36111111111111105,0.3398846960167715,0.43535045711798,0.43535045711798,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.2,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.8566561844863732,0.8561203585095173,0.027862429255550717,0.027862429255550717,0.8836477987421384,0.8832459227020392,0.00436109899694723,0.00436109899694723,0.02699161425576524,0.8566561844863732,0.027862429255550717,0.027862429255550717,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6556603773584906,0.559344929485475,0.03221593382673052,0.03221593382673052,1.0,1.0,0.0,0.0,0.3443396226415094,0.6556603773584906,0.03221593382673052,0.03221593382673052,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6540880503144654,0.560440555764713,0.036134087940792335,0.036134087940792335,0.9997379454926625,0.9997379683741883,0.0004361098996947231,0.0004361098996947231,0.3456498951781971,0.6540880503144654,0.036134087940792335,0.036134087940792335,10.0,10.0,0.03,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.6574947589098532,0.5642625300542883,0.035263387026556375,0.035263387026556375,1.0,1.0,0.0,0.0,0.3425052410901468,0.6574947589098532,0.035263387026556375,0.035263387026556375,20.0,19.0,0.015789473684210527,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.3,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.264937106918239,0.27289564855966114,0.5598606878537222,0.5598606878537222,0.6553983228511531,0.6112144554504132,0.04797208896641954,0.04797208896641954,0.39046121593291405,0.264937106918239,0.5598606878537222,0.5598606878537222,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.3,0.9001572327044025,0.9001309701683964,0.8972746331236897,0.897220423140997,0.002882599580712797,0.9080188679245284,0.9119496855345912,0.3,22896,2,716,0.8542976939203354,0.8537668764073397,0.030039181541140617,0.030039181541140617,0.8833857442348009,0.8829939622244454,0.004797208896641954,0.004797208896641954,0.029088050314465486,0.8542976939203354,0.030039181541140617,0.030039181541140617,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.634958071278826,0.54019393082605,0.053983456682629515,0.053983456682629515,1.0,1.0,0.0,0.0,0.365041928721174,0.634958071278826,0.053983456682629515,0.053983456682629515,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.6527777777777778,0.5745009789042017,0.049629952111449716,0.049629952111449716,0.9997379454926625,0.9997379683741883,0.00043649061545176777,0.00043649061545176777,0.3469601677148847,0.6527777777777778,0.049629952111449716,0.049629952111449716,10.0,10.0,0.005,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.05,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.6577568134171907,0.5795799207539789,0.050500653025685675,0.050500653025685675,1.0,1.0,0.0,0.0,0.3422431865828093,0.6577568134171907,0.050500653025685675,0.050500653025685675,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,Mixed,transfer,BBA,0.05,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.5217505241090147,0.4527821300863226,0.14192424902046147,0.14192424902046147,0.72458071278826,0.6954839063024228,0.006983849847228284,0.006983849847228284,0.2028301886792453,0.5217505241090147,0.14192424902046147,0.14192424902046147,,,,170.0,280.0,200.0,
binary,1,RF,Mixed,transfer,DBA-style,0.05,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.8616352201257862,0.8611311344299918,0.023944275141488898,0.023944275141488898,0.8920335429769392,0.8919188816603003,0.0030554343081623746,0.0030554343081623746,0.03039832285115296,0.8616352201257862,0.023944275141488898,0.023944275141488898,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.6056079664570231,0.5275370295784748,0.10666086199390509,0.10666086199390509,1.0,1.0,0.0,0.0,0.3943920335429769,0.6056079664570231,0.10666086199390509,0.10666086199390509,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.6090146750524109,0.515605693473882,0.08532868959512407,0.08532868959512407,1.0,1.0,0.0,0.0,0.3909853249475891,0.6090146750524109,0.08532868959512407,0.08532868959512407,10.0,10.0,0.01,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.1,0.9001572327044025,0.9001309701683964,0.8962264150943396,0.8961716519485583,0.0039308176100628645,0.9080188679245284,0.9106394129979035,0.3,57240,2,716,0.6126834381551363,0.5201509483608563,0.0805398345668263,0.0805398345668263,0.9997379454926625,0.9997379225634998,0.0,0.0,0.3870545073375262,0.6126834381551363,0.0805398345668263,0.0805398345668263,20.0,19.0,0.005263157894736842,,,,
