task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.12441037735849056,0.7659853249475891,0.6415749475890985,0.7830953727601114,0.05063284730478811,0.7830953727601114,0.05063284730478811,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.05208333333333333,0.7672955974842768,0.7152122641509434,0.9093590875302502,0.02903840724184115,0.9093590875302502,0.02903840724184115,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.04808700209643606,0.8492531446540881,0.801166142557652,0.9159602405719923,0.022180074508158395,0.9159602405719923,0.022180074508158395,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.0010482180293501049,0.9321278825995807,0.9310796645702306,0.9981771363023524,0.004528114857382263,0.9981771363023524,0.004528114857382263,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.10947327044025157,0.8490566037735849,0.7395833333333334,0.8469876425009835,0.0017981768230120683,0.8469876425009835,0.0017981768230120683,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.08431603773584906,0.8634040880503144,0.7790880503144654,0.8887526176728815,0.0016690658499733603,0.8887526176728815,0.0016690658499733603,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.06983752620545074,0.8931472746331237,0.823309748427673,0.9109166668888208,0.001874830305476753,0.9109166668888208,0.001874830305476753,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.06236897274633124,0.9114255765199162,0.8490566037735848,0.921644869149594,0.003557440903375727,0.921644869149594,0.003557440903375727,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.4967898322851153,0.6529743186582809,0.15618448637316562,0.3608259326155911,0.2461622330172779,0.3608259326155911,0.2461622330172779,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.49836215932914046,0.8367400419287212,0.3383778825995807,0.3619052889084434,0.169067040647151,0.3619052889084434,0.169067040647151,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.46861897274633124,0.9295073375262054,0.46088836477987416,0.40123154688836526,0.001594381404526312,0.40123154688836526,0.001594381404526312,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.4569575471698113,0.9990172955974843,0.542059748427673,0.432258228064501,0.0005517907779416969,0.432258228064501,0.0005517907779416969,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5308569182389937,0.6389544025157232,0.10809748427672956,0.31965318036352286,0.2648406267195014,0.31965318036352286,0.2648406267195014,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.509958071278826,0.8576388888888888,0.3476808176100629,0.34315138214940766,0.17062605977441425,0.34315138214940766,0.17062605977441425,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.2,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5105476939203355,0.9553197064989518,0.4447720125786163,0.34240964422511755,0.004114722525229638,0.34240964422511755,0.004114722525229638,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.3,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5069444444444444,0.9986897274633123,0.4917452830188679,0.3222023730468586,0.00208011522626879,0.3222023730468586,0.00208011522626879,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.05,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5173611111111112,0.6396750524109015,0.12231394129979035,0.32922263468315865,0.25989666151075036,0.32922263468315865,0.25989666151075036,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.1,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5228642557651992,0.8539046121593292,0.33104035639413,0.34466975176207754,0.1702235592283198,0.34466975176207754,0.1702235592283198,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.2,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5143474842767296,0.9542714884696016,0.4399240041928721,0.33421449884274074,0.002754157638378704,0.33421449884274074,0.002754157638378704,0.9119496855345912,0.9295073375262054,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.3,0.8666797693920335,0.8274371069182389,0.03924266247379457,0.5104166666666666,0.9984276729559749,0.48801100628930816,0.3140061028728691,0.0021954172971709266,0.3140061028728691,0.0021954172971709266,0.9119496855345912,0.9295073375262054,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.05,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.12441037735849056,0.6206761006289307,0.4962657232704403,0.7830953727601114,0.17390874588483338,0.7830953727601114,0.17390874588483338,0.9119496855345912,0.904350104821803,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.1,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.05208333333333333,0.5995151991614256,0.5474318658280922,0.9093590875302502,0.2301572210714095,0.9093590875302502,0.2301572210714095,0.9119496855345912,0.904350104821803,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.2,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.04808700209643606,0.612814465408805,0.564727463312369,0.9159602405719923,0.22068617731126222,0.9159602405719923,0.22068617731126222,0.9119496855345912,0.904350104821803,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.3,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.0010482180293501049,0.5713443396226415,0.5702961215932913,0.9981771363023524,0.2673464244292514,0.9981771363023524,0.2673464244292514,0.9119496855345912,0.904350104821803,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.05,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.10947327044025157,0.7234014675052411,0.6139281970649896,0.8469876425009835,0.17320390755779647,0.8469876425009835,0.17320390755779647,0.9119496855345912,0.904350104821803,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.1,0.8666797693920335,0.8715932914046122,-0.004913522012578636,0.08431603773584906,0.7342767295597484,0.6499606918238994,0.8887526176728815,0.1597874588293057,0.8887526176728815,0.1597874588293057,0.9119496855345912,0.904350104821803,716.0
