task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.88083071278826,0.8727070230607966,0.008123689727463301,0.12755503144654087,0.8187893081761006,0.6912342767295598,0.8030204719541527,0.08672909944492642,0.8030204719541527,0.08672909944492642,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.88083071278826,0.8727070230607966,0.008123689727463301,0.02954664570230608,0.8358883647798742,0.8063417190775681,0.9661151933125173,0.06261565678664112,0.9661151933125173,0.06261565678664112,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.88083071278826,0.8727070230607966,0.008123689727463301,0.000720649895178197,0.8290094339622642,0.8282887840670861,0.9988899661556414,0.10283445380055842,0.9988899661556414,0.10283445380055842,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.88083071278826,0.8727070230607966,0.008123689727463301,0.0002620545073375262,0.9219732704402516,0.921711215932914,0.999548669097229,0.010086605728709697,0.999548669097229,0.010086605728709697,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.88083071278826,0.8727070230607966,0.008123689727463301,0.15507075471698112,0.8456498951781971,0.6905791404612159,0.8683432222083697,0.0553473642412627,0.8683432222083697,0.0553473642412627,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.88083071278826,0.8727070230607966,0.008123689727463301,0.1381027253668763,0.8590146750524109,0.7209119496855345,0.8888104199753131,0.041493434770054245,0.8888104199753131,0.041493434770054245,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.88083071278826,0.8727070230607966,0.008123689727463301,0.12310010482180293,0.8809617400419287,0.7578616352201257,0.9025284731761283,0.01844442206132683,0.9025284731761283,0.01844442206132683,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.88083071278826,0.8727070230607966,0.008123689727463301,0.11235587002096437,0.8981263102725368,0.7857704402515724,0.904764963658377,0.00679984332564786,0.904764963658377,0.00679984332564786,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.88083071278826,0.8727070230607966,0.008123689727463301,0.41096698113207547,0.7250393081761006,0.31407232704402516,0.4699988215506211,0.102167737732905,0.4699988215506211,0.102167737732905,0.8995676100628931,0.9046121593291405,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.88083071278826,0.8727070230607966,0.008123689727463301,0.18271750524109015,0.8201650943396226,0.6374475890985325,0.8275535707056847,0.07290112253320684,0.8275535707056847,0.07290112253320684,0.8995676100628931,0.9046121593291405,716.0
