task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.03773584905660377,0.8288784067085954,0.7911425576519916,0.9405319063766018,0.05941397062241055,0.9405319063766018,0.05941397062241055,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.0036032494758909852,0.8157101677148847,0.8121069182389937,0.9967627288245434,0.08336779609619044,0.9967627288245434,0.08336779609619044,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.001441299790356394,0.8447327044025157,0.8432914046121593,0.998446267374802,0.08184299964576641,0.998446267374802,0.08184299964576641,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.0010482180293501049,0.9193527253668763,0.9183045073375262,0.9987802039198863,0.007571511965025434,0.9987802039198863,0.007571511965025434,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.18153825995807127,0.874475890985325,0.6929376310272537,0.8304841134331544,0.005905795381853769,0.8304841134331544,0.005905795381853769,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.11772798742138364,0.8795204402515723,0.7617924528301887,0.9243575105157769,0.004778640255943423,0.9243575105157769,0.004778640255943423,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.09833595387840671,0.8864648846960168,0.78812893081761,0.9315117312260635,0.00658010705035698,0.9315117312260635,0.00658010705035698,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.08791928721174004,0.89354035639413,0.80562106918239,0.9344249906977384,0.0046557757188461215,0.9344249906977384,0.0046557757188461215,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.38122379454926625,0.6735455974842768,0.2923218029350105,0.5865671519196083,0.19102117785841555,0.5865671519196083,0.19102117785841555,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.3261268343815514,0.8128275681341719,0.4867007337526205,0.6843929542916076,0.14996710658707313,0.6843929542916076,0.14996710658707313,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.2642164570230608,0.9133254716981132,0.6491090146750523,0.783300176445495,0.0019274619042029253,0.783300176445495,0.0019274619042029253,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.24423480083857443,0.9990828092243187,0.7548480083857443,0.7909141451383653,0.0002257336343115124,0.7909141451383653,0.0002257336343115124,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.3558045073375262,0.6891378406708595,0.3333333333333333,0.606732341216199,0.18268053748447566,0.606732341216199,0.18268053748447566,0.8926231656184487,0.8964229559748428,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8831236897274632,0.8716588050314465,0.01146488469601678,0.27790880503144655,0.8487290356394129,0.5708202306079664,0.7825532274302818,0.13891329959511758,0.7825532274302818,0.13891329959511758,0.8926231656184487,0.8964229559748428,716.0
