task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.5707547169811321,0.5079242774352132,0.13287316652286454,0.13287316652286454,1.0,1.0,0.0,0.0,0.4292452830188679,0.5707547169811321,0.13287316652286454,0.13287316652286454,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.5204402515723271,0.4701402046278623,0.21225194132873165,0.21225194132873165,0.9992138364779874,0.9992140419834107,0.0012919896640826874,0.0012919896640826874,0.47877358490566035,0.5204402515723271,0.21225194132873165,0.21225194132873165,10.0,10.0,0.02,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.5264675052410901,0.4747466115309512,0.2014667817083693,0.2014667817083693,0.9997379454926625,0.9997379683741883,0.0004306632213608958,0.0004306632213608958,0.4732704402515724,0.5264675052410901,0.2014667817083693,0.2014667817083693,20.0,19.0,0.010526315789473684,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.2,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.24030398322851154,0.2524384966431775,0.6044003451251079,0.6044003451251079,0.6336477987421384,0.5838015972547592,0.06761412575366063,0.06761412575366063,0.39334381551362685,0.24030398322851154,0.6044003451251079,0.6044003451251079,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.2,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.8715932914046122,0.8709024806071664,0.02070750647109577,0.02070750647109577,0.8983228511530398,0.898047852942744,0.007321274763135229,0.007321274763135229,0.02672955974842761,0.8715932914046122,0.02070750647109577,0.02070750647109577,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.57520964360587,0.5091239787368271,0.12122519413287317,0.12122519413287317,1.0,1.0,0.0,0.0,0.42479035639413,0.57520964360587,0.12122519413287317,0.12122519413287317,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.5529350104821803,0.49750461388283096,0.1742881794650561,0.1742881794650561,1.0,1.0,0.0,0.0,0.4470649895178197,0.5529350104821803,0.1742881794650561,0.1742881794650561,10.0,10.0,0.03,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.5566037735849056,0.5006329359196651,0.16911130284728215,0.16911130284728215,1.0,1.0,0.0,0.0,0.44339622641509435,0.5566037735849056,0.16911130284728215,0.16911130284728215,20.0,19.0,0.015789473684210527,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.3,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.15356394129979037,0.17344841348081727,0.7471958584987057,0.7471958584987057,0.6027253668763103,0.5310251965385846,0.06416881998277348,0.06416881998277348,0.44916142557651995,0.15356394129979037,0.7471958584987057,0.7471958584987057,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.3,0.9129979035639413,0.9130281954545924,0.9158805031446541,0.9159315974461751,-0.002882599580712797,0.9321278825995807,0.9216457023060797,0.3,22896,2,716,0.8708071278825996,0.8701247602693037,0.021570319240724764,0.021570319240724764,0.8985849056603774,0.8983388025447067,0.007751937984496124,0.007751937984496124,0.02777777777777779,0.8708071278825996,0.021570319240724764,0.021570319240724764,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.05,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5018343815513627,0.43852726613033205,0.1993097497842968,0.1993097497842968,1.0,1.0,0.0,0.0,0.49816561844863727,0.5018343815513627,0.1993097497842968,0.1993097497842968,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.05,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5081236897274634,0.44449436332730097,0.1906816220880069,0.1906816220880069,1.0,1.0,0.0,0.0,0.49187631027253664,0.5081236897274634,0.1906816220880069,0.1906816220880069,10.0,10.0,0.005,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.05,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5078616352201258,0.44405725748108565,0.1911130284728214,0.1911130284728214,1.0,1.0,0.0,0.0,0.49213836477987416,0.5078616352201258,0.1911130284728214,0.1911130284728214,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,Mixed,transfer,BBA,0.05,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.47379454926624737,0.4193940870693088,0.22088006902502158,0.22088006902502158,0.7248427672955975,0.6891693931603513,0.0,0.0,0.2510482180293501,0.47379454926624737,0.22088006902502158,0.22088006902502158,,,,170.0,280.0,200.0,
binary,1,RF,Mixed,transfer,DBA-style,0.05,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.8773584905660378,0.8769348914967441,0.020276100086281276,0.020276100086281276,0.9038259958071279,0.9035569358788943,0.0030120481927710845,0.0030120481927710845,0.026467505241090095,0.8773584905660378,0.020276100086281276,0.020276100086281276,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.1,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.4992138364779874,0.45566394708500985,0.2359792924935289,0.2359792924935289,1.0,1.0,0.0,0.0,0.5007861635220126,0.4992138364779874,0.2359792924935289,0.2359792924935289,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.1,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.4667190775681342,0.42178003759716615,0.26660914581535805,0.26660914581535805,1.0,1.0,0.0,0.0,0.5332809224318658,0.4667190775681342,0.26660914581535805,0.26660914581535805,10.0,10.0,0.01,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.1,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.4698637316561845,0.42447864882215375,0.2653149266609146,0.2653149266609146,0.9997379454926625,0.9997379683741883,0.0004302925989672978,0.0004302925989672978,0.529874213836478,0.4698637316561845,0.2653149266609146,0.2653149266609146,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,Mixed,transfer,BBA,0.1,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.3857442348008386,0.3626929529935267,0.36496980155306297,0.36496980155306297,0.7222222222222222,0.6855676654510346,0.0004302925989672978,0.0004302925989672978,0.33647798742138363,0.3857442348008386,0.36496980155306297,0.36496980155306297,,,,170.0,280.0,200.0,
binary,1,RF,Mixed,transfer,DBA-style,0.1,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.8739517819706499,0.8733597067312217,0.020276100086281276,0.020276100086281276,0.899895178197065,0.8995114646489465,0.0034423407917383822,0.0034423407917383822,0.02594339622641506,0.8739517819706499,0.020276100086281276,0.020276100086281276,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5707547169811321,0.5079242774352132,0.13287316652286454,0.13287316652286454,1.0,1.0,0.0,0.0,0.4292452830188679,0.5707547169811321,0.13287316652286454,0.13287316652286454,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5180817610062893,0.4700467330090231,0.21958584987057808,0.21958584987057808,0.9997379454926625,0.9997379683741883,0.0004302925989672978,0.0004302925989672978,0.48165618448637315,0.5180817610062893,0.21958584987057808,0.21958584987057808,10.0,10.0,0.02,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.2,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5241090146750524,0.4741937768328951,0.20966350301984468,0.20966350301984468,1.0,1.0,0.0,0.0,0.47589098532494756,0.5241090146750524,0.20966350301984468,0.20966350301984468,20.0,19.0,0.010526315789473684,,,,
binary,1,RF,Mixed,transfer,BBA,0.2,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.24030398322851154,0.2524384966431775,0.6044003451251079,0.6044003451251079,0.7775157232704403,0.7601262385870267,0.0012908777969018934,0.0012908777969018934,0.5372117400419287,0.24030398322851154,0.6044003451251079,0.6044003451251079,,,,170.0,280.0,200.0,
binary,1,RF,Mixed,transfer,DBA-style,0.2,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.8715932914046122,0.8709024806071664,0.02070750647109577,0.02070750647109577,0.8975366876310272,0.8971145946616942,0.0051635111876075735,0.0051635111876075735,0.02594339622641506,0.8715932914046122,0.02070750647109577,0.02070750647109577,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.57520964360587,0.5091239787368271,0.12122519413287317,0.12122519413287317,1.0,1.0,0.0,0.0,0.42479035639413,0.57520964360587,0.12122519413287317,0.12122519413287317,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5469077568134172,0.49504694721022885,0.18377911993097498,0.18377911993097498,1.0,1.0,0.0,0.0,0.4530922431865828,0.5469077568134172,0.18377911993097498,0.18377911993097498,10.0,10.0,0.03,,,,
binary,1,RF,Mixed,transfer,PGD-20-SNN,0.3,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.5576519916142557,0.500809206247088,0.16954270923209663,0.16954270923209663,1.0,1.0,0.0,0.0,0.4423480083857443,0.5576519916142557,0.16954270923209663,0.16954270923209663,20.0,19.0,0.015789473684210527,,,,
binary,1,RF,Mixed,transfer,BBA,0.3,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.15356394129979037,0.17344841348081727,0.7471958584987057,0.7471958584987057,0.915356394129979,0.9154223581682003,0.006024096385542169,0.006024096385542169,0.7617924528301887,0.15356394129979037,0.7471958584987057,0.7471958584987057,,,,170.0,280.0,200.0,
binary,1,RF,Mixed,transfer,DBA-style,0.3,0.9129979035639413,0.9130281954545924,0.9111635220125787,0.9110452248190172,0.0018343815513626183,0.9321278825995807,0.9205974842767296,0.3,57240,2,716,0.8708071278825996,0.8701247602693037,0.021570319240724764,0.021570319240724764,0.8972746331236897,0.8968808747182908,0.006024096385542169,0.006024096385542169,0.026467505241090095,0.8708071278825996,0.021570319240724764,0.021570319240724764,,,,,,,175.0
binary,1,DT,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.35665618448637315,0.36378126650969334,0.47925033467202144,0.47925033467202144,0.7670335429769392,0.7291048147671961,0.005724350506384853,0.005724350506384853,0.410377358490566,0.35665618448637315,0.47925033467202144,0.47925033467202144,,,,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.35953878406708595,0.36569531524930543,0.47211066488174924,0.47211066488174924,0.7877358490566038,0.7587291260030363,0.0066050198150594455,0.0066050198150594455,0.4281970649895178,0.35953878406708595,0.47211066488174924,0.47211066488174924,10.0,3.0,0.016666666666666666,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.36163522012578614,0.36818436411324956,0.4725568942436412,0.4725568942436412,0.7872117400419287,0.7582595829548386,0.007485689123734038,0.007485689123734038,0.4255765199161426,0.36163522012578614,0.4725568942436412,0.4725568942436412,20.0,9.5,0.005263157894736842,,,,
binary,1,DT,PGD-20-SNN,transfer,BBA,0.05,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.07809224318658281,0.09354978166422712,0.8719321731369924,0.8719321731369924,0.6705974842767296,0.6699795792717815,0.18846323205636284,0.18846323205636284,0.5925052410901468,0.07809224318658281,0.8719321731369924,0.8719321731369924,,,,80.0,160.0,115.0,
binary,1,DT,PGD-20-SNN,transfer,DBA-style,0.05,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.14046121593291405,0.14434377373655835,0.8670236501561803,0.8670236501561803,0.7324423480083857,0.7382193893158041,0.22457067371202113,0.22457067371202113,0.5919811320754716,0.14046121593291405,0.8670236501561803,0.8670236501561803,,,,,,,105.0
binary,1,DT,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.23663522012578617,0.2545262853230057,0.676929941990183,0.676929941990183,0.7544549266247379,0.7126451461754746,0.013650374284456186,0.013650374284456186,0.5178197064989517,0.23663522012578617,0.676929941990183,0.676929941990183,,,,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.3055555555555556,0.3201008727321447,0.6546184738955824,0.6546184738955824,0.8443396226415094,0.8313259981775631,0.005724350506384853,0.005724350506384853,0.5387840670859538,0.3055555555555556,0.6546184738955824,0.6546184738955824,10.0,3.0,0.03333333333333333,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.28354297693920333,0.29928135197144573,0.6626506024096386,0.6626506024096386,0.8299266247379455,0.8135511899373704,0.006164685160722149,0.006164685160722149,0.5463836477987423,0.28354297693920333,0.6626506024096386,0.6626506024096386,20.0,9.5,0.010526315789473684,,,,
binary,1,DT,PGD-20-SNN,transfer,BBA,0.1,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.006289308176100629,0.007839778604211594,0.9901829540383758,0.9901829540383758,0.6344339622641509,0.6390487328514632,0.2628797886393659,0.2628797886393659,0.6281446540880503,0.006289308176100629,0.9901829540383758,0.9901829540383758,,,,80.0,160.0,115.0,
binary,1,DT,PGD-20-SNN,transfer,DBA-style,0.1,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.12054507337526206,0.12096179594110278,0.8960285586791611,0.8960285586791611,0.7222222222222222,0.7283123101313173,0.23645970937912814,0.23645970937912814,0.6016771488469601,0.12054507337526206,0.8960285586791611,0.8960285586791611,,,,,,,105.0
binary,1,DT,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.0959119496855346,0.10550795157215312,0.8871039714413208,0.8871039714413208,0.7581236897274634,0.7180942745778991,0.012769704975781594,0.012769704975781594,0.6622117400419287,0.0959119496855346,0.8871039714413208,0.8871039714413208,,,,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.20571278825995806,0.20262824965548548,0.8389112003569835,0.8389112003569835,0.8713312368972747,0.8631550495168254,0.004403346543372964,0.004403346543372964,0.6656184486373166,0.20571278825995806,0.8389112003569835,0.8389112003569835,10.0,3.0,0.06666666666666667,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.1960167714884696,0.19391770006074527,0.8433734939759037,0.8433734939759037,0.870020964360587,0.8617364751069597,0.005284015852047556,0.005284015852047556,0.6740041928721173,0.1960167714884696,0.8433734939759037,0.8433734939759037,20.0,9.5,0.021052631578947368,,,,
binary,1,DT,PGD-20-SNN,transfer,BBA,0.2,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.0,0.0,1.0,1.0,0.6674528301886793,0.6681607265324871,0.2025539409951563,0.2025539409951563,0.6674528301886793,0.0,1.0,1.0,,,,80.0,160.0,115.0,
binary,1,DT,PGD-20-SNN,transfer,DBA-style,0.2,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.10455974842767296,0.10656961338160223,0.9045069165551093,0.9045069165551093,0.7169811320754716,0.7230854061659063,0.23513870541611626,0.23513870541611626,0.6124213836477987,0.10455974842767296,0.9045069165551093,0.9045069165551093,,,,,,,105.0
binary,1,DT,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.05372117400419287,0.05424383720097087,0.9549308344489067,0.9549308344489067,0.9182389937106918,0.916022688449909,0.013210039630118891,0.013210039630118891,0.864517819706499,0.05372117400419287,0.9549308344489067,0.9549308344489067,,,,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.18107966457023061,0.15107869537552898,0.9259259259259259,0.9259259259259259,0.9960691823899371,0.9960729186573304,0.0048436811977102595,0.0048436811977102595,0.8149895178197065,0.18107966457023061,0.9259259259259259,0.9259259259259259,10.0,3.0,0.09999999999999999,,,,
binary,1,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.18055555555555555,0.1543015582711057,0.9196787148594378,0.9196787148594378,0.9960691823899371,0.9960715699741203,0.003963011889035667,0.003963011889035667,0.8155136268343816,0.18055555555555555,0.9196787148594378,0.9196787148594378,20.0,9.5,0.031578947368421054,,,,
binary,1,DT,PGD-20-SNN,transfer,BBA,0.3,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.0,0.0,1.0,1.0,0.639412997903564,0.637043283694433,0.2069572875385293,0.2069572875385293,0.639412997903564,0.0,1.0,1.0,,,,80.0,160.0,115.0,
binary,1,DT,PGD-20-SNN,transfer,DBA-style,0.3,0.8909853249475891,0.8916371434049157,0.8831236897274634,0.8829575068818084,0.007861635220125729,0.9030398322851153,0.8917714884696016,0.3,22896,2,716,0.10429769392033543,0.10610494674961306,0.9053993752788934,0.9053993752788934,0.715146750524109,0.721214766124399,0.23513870541611626,0.23513870541611626,0.6108490566037736,0.10429769392033543,0.9053993752788934,0.9053993752788934,,,,,,,105.0
