task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.4803459119496855,0.4262324313216878,0.22056159420289856,0.22056159420289856,1.0,1.0,0.0,0.0,0.5196540880503144,0.4803459119496855,0.22056159420289856,0.22056159420289856,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.5364255765199162,0.47014229808004515,0.14673913043478262,0.14673913043478262,1.0,1.0,0.0,0.0,0.4635744234800838,0.5364255765199162,0.14673913043478262,0.14673913043478262,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.5275157232704403,0.46053496839520325,0.15534420289855072,0.15534420289855072,1.0,1.0,0.0,0.0,0.4724842767295597,0.5275157232704403,0.15534420289855072,0.15534420289855072,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.4638364779874214,0.41310756174847046,0.19882246376811594,0.19882246376811594,0.6166142557651991,0.5598987668022989,0.024069028156221618,0.024069028156221618,0.15277777777777773,0.4638364779874214,0.19882246376811594,0.19882246376811594,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.7659853249475891,0.7646572264169856,0.0625,0.0625,0.8194444444444444,0.8191713913376486,0.024069028156221618,0.024069028156221618,0.053459119496855334,0.7659853249475891,0.0625,0.0625,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.3307127882599581,0.3342114622949544,0.5398550724637681,0.5398550724637681,1.0,1.0,0.0,0.0,0.6692872117400419,0.3307127882599581,0.5398550724637681,0.5398550724637681,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.4329140461215933,0.40264555258361,0.3442028985507246,0.3442028985507246,1.0,1.0,0.0,0.0,0.5670859538784068,0.4329140461215933,0.3442028985507246,0.3442028985507246,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.40985324947589097,0.38661179254272887,0.38405797101449274,0.38405797101449274,1.0,1.0,0.0,0.0,0.590146750524109,0.40985324947589097,0.38405797101449274,0.38405797101449274,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.45047169811320753,0.40465136097901855,0.22146739130434784,0.22146739130434784,0.6155660377358491,0.5479624775884152,0.007266121707538601,0.007266121707538601,0.16509433962264153,0.45047169811320753,0.22146739130434784,0.22146739130434784,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.8613731656184487,0.8616911977863975,0.860587002096436,0.8610094068051551,0.0007861635220126617,0.8519392033542977,0.8621593291404612,0.3,22896,2,716,0.7657232704402516,0.7643705259534597,0.0625,0.0625,0.8199685534591195,0.81969629295931,0.023614895549500452,0.023614895549500452,0.054245283018867885,0.7657232704402516,0.0625,0.0625,,,,,,,175.0
