task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.575733752620545,0.48044814989198825,0.08709245198749442,0.08709245198749442,1.0,1.0,0.0,0.0,0.42426624737945495,0.575733752620545,0.08709245198749442,0.08709245198749442,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5670859538784067,0.4818877807008207,0.09959803483698079,0.09959803483698079,1.0,1.0,0.0,0.0,0.43291404612159334,0.5670859538784067,0.09959803483698079,0.09959803483698079,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.560796645702306,0.4766911109229415,0.10808396605627513,0.10808396605627513,1.0,1.0,0.0,0.0,0.43920335429769397,0.560796645702306,0.10808396605627513,0.10808396605627513,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.49240041928721173,0.4307310575848636,0.1621259490844127,0.1621259490844127,0.6543501048218029,0.6125465297151749,0.026457399103139014,0.026457399103139014,0.16194968553459116,0.49240041928721173,0.1621259490844127,0.1621259490844127,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.8034591194968553,0.8025168699061114,0.045556051808843236,0.045556051808843236,0.8270440251572327,0.8266083232972032,0.02780269058295964,0.02780269058295964,0.02358490566037741,0.8034591194968553,0.045556051808843236,0.045556051808843236,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5361635220125787,0.4799387220815097,0.20544886109870478,0.20544886109870478,1.0,1.0,0.0,0.0,0.46383647798742134,0.5361635220125787,0.20544886109870478,0.20544886109870478,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5471698113207547,0.47509657210244655,0.15899955337204108,0.15899955337204108,0.9997379454926625,0.9997379683741883,0.0004484304932735426,0.0004484304932735426,0.4525681341719078,0.5471698113207547,0.15899955337204108,0.15899955337204108,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5419287211740041,0.47257570957914524,0.17507815989280928,0.17507815989280928,0.999475890985325,0.9994759824162248,0.0008968609865470852,0.0008968609865470852,0.4575471698113208,0.5419287211740041,0.17507815989280928,0.17507815989280928,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.3888888888888889,0.3648218029350105,0.337204108977222,0.337204108977222,0.6496331236897275,0.5995366040322331,0.013004484304932735,0.013004484304932735,0.2607442348008386,0.3888888888888889,0.337204108977222,0.337204108977222,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.8037211740041929,0.80276111367421,0.04510942384993301,0.04510942384993301,0.8273060796645703,0.8268870048500302,0.02780269058295964,0.02780269058295964,0.02358490566037741,0.8037211740041929,0.04510942384993301,0.04510942384993301,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5065513626834381,0.46274053417574934,0.26887003126395714,0.26887003126395714,1.0,1.0,0.0,0.0,0.49344863731656186,0.5065513626834381,0.26887003126395714,0.26887003126395714,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5070754716981132,0.46008583115832324,0.26127735596248325,0.26127735596248325,1.0,1.0,0.0,0.0,0.4929245283018868,0.5070754716981132,0.26127735596248325,0.26127735596248325,10.0,10.0,0.02,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.519916142557652,0.4700436232393049,0.24519874944171505,0.24519874944171505,0.9997379454926625,0.9997379683741883,0.0004484304932735426,0.0004484304932735426,0.47982180293501053,0.519916142557652,0.24519874944171505,0.24519874944171505,20.0,19.0,0.010526315789473684,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.2,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.26441299790356393,0.272468689238657,0.5493523894595802,0.5493523894595802,0.6126834381551363,0.5447094700212214,0.022869955156950672,0.022869955156950672,0.34827044025157233,0.26441299790356393,0.5493523894595802,0.5493523894595802,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.2,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.8029350104821803,0.8019519240347694,0.045556051808843236,0.045556051808843236,0.8267819706498952,0.8263616239846281,0.028251121076233184,0.028251121076233184,0.023846960167714926,0.8029350104821803,0.045556051808843236,0.045556051808843236,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5463836477987422,0.4874432550593478,0.2005359535506923,0.2005359535506923,1.0,1.0,0.0,0.0,0.45361635220125784,0.5463836477987422,0.2005359535506923,0.2005359535506923,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5125786163522013,0.46458899300323303,0.2590442161679321,0.2590442161679321,0.9997379454926625,0.9997379683741883,0.0004484304932735426,0.0004484304932735426,0.48715932914046123,0.5125786163522013,0.2590442161679321,0.2590442161679321,10.0,10.0,0.03,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.5086477987421384,0.4620419744677852,0.2670835194283162,0.2670835194283162,0.9997379454926625,0.9997379683741883,0.0004484304932735426,0.0004484304932735426,0.4910901467505241,0.5086477987421384,0.2670835194283162,0.2670835194283162,20.0,19.0,0.015789473684210527,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.3,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.22982180293501048,0.24348476543636738,0.6083072800357302,0.6083072800357302,0.6194968553459119,0.552450243695987,0.016591928251121078,0.016591928251121078,0.38967505241090145,0.22982180293501048,0.6083072800357302,0.6083072800357302,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.3,0.8760482180293501,0.876270793956259,0.8739517819706499,0.8742823968346496,0.002096436058700135,0.8886268343815513,0.8988469601677149,0.3,22896,2,716,0.8026729559748428,0.8016693185904387,0.045556051808843236,0.045556051808843236,0.8267819706498952,0.8263616239846281,0.028251121076233184,0.028251121076233184,0.024109014675052443,0.8026729559748428,0.045556051808843236,0.045556051808843236,,,,,,,175.0
binary,1,RF,Mixed,transfer,FGSM-SNN,0.05,0.8760482180293501,0.876270793956259,0.8684486373165619,0.8685398614251122,0.007599580712788212,0.8886268343815513,0.8825995807127882,0.3,57240,2,716,0.575733752620545,0.48044814989198825,0.08709245198749442,0.08709245198749442,1.0,1.0,0.0,0.0,0.42426624737945495,0.575733752620545,0.08709245198749442,0.08709245198749442,,,,,,,
binary,1,RF,Mixed,transfer,PGD-10-SNN,0.05,0.8760482180293501,0.876270793956259,0.8684486373165619,0.8685398614251122,0.007599580712788212,0.8886268343815513,0.8825995807127882,0.3,57240,2,716,0.5676100628930818,0.4808476100989108,0.09423849933005807,0.09423849933005807,0.9986897274633124,0.9986891518488511,0.0,0.0,0.4310796645702306,0.5676100628930818,0.09423849933005807,0.09423849933005807,10.0,10.0,0.005,,,,
