task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.14838836477987422,0.7980214884696017,0.6496331236897275,0.7434441308068707,0.06370628018924225,0.7434441308068707,0.06370628018924225,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.05018343815513627,0.8112552410901468,0.7610718029350105,0.9133979769456502,0.03990952761938631,0.9133979769456502,0.03990952761938631,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.034067085953878404,0.844274109014675,0.8102070230607966,0.9410638709227495,0.04000771496187003,0.9410638709227495,0.04000771496187003,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.03223270440251572,0.9137185534591195,0.8814858490566038,0.9442280280911775,0.007323387863865687,0.9442280280911775,0.007323387863865687,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.20145440251572327,0.8591457023060797,0.6576912997903563,0.7477212843821991,0.003143985611711372,0.7477212843821991,0.003143985611711372,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.16561844863731656,0.8587526205450734,0.6931341719077568,0.7979937490476052,0.0033865307628172,0.7979937490476052,0.0033865307628172,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.1292583857442348,0.8688417190775681,0.7395833333333333,0.8462116530313664,0.00277355747338165,0.8462116530313664,0.00277355747338165,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.12015199161425577,0.8801100628930818,0.759958071278826,0.854129362696799,0.0026665608972782236,0.854129362696799,0.0026665608972782236,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.5797300838574424,0.7638888888888888,0.18415880503144655,0.33548210064744693,0.1398595680442275,0.33548210064744693,0.1398595680442275,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.509106394129979,0.860914570230608,0.351808176100629,0.45446951843771366,0.061645163658348566,0.45446951843771366,0.061645163658348566,0.9011399371069182,0.9051362683438156,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8666797693920335,0.8550183438155137,0.011661425576519918,0.5245020964360587,0.9365172955974843,0.4120151991614256,0.4235453281787532,0.0010282851359140692,0.4235453281787532,0.0010282851359140692,0.9011399371069182,0.9051362683438156,716.0
