task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,BBA,0.05,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.1284722222222222,0.7901598532494759,0.6616876310272537,0.779594085327065,0.045669638300439505,0.779594085327065,0.045669638300439505,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,BBA,0.1,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.051755765199161426,0.790356394129979,0.7386006289308176,0.9112011822657669,0.04014205859128629,0.9112011822657669,0.04014205859128629,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,BBA,0.2,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.031053459119496855,0.8111897274633124,0.7801362683438156,0.9464049788922231,0.03975954517983494,0.9464049788922231,0.03975954517983494,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,BBA,0.3,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.03000524109014675,0.9156839622641509,0.8856787211740043,0.9482232016694031,0.0076435218229580345,0.9482232016694031,0.0076435218229580345,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,DBA-style,0.05,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.26401991614255765,0.8757861635220126,0.611766247379455,0.6473703330157561,0.0031841805922253174,0.6473703330157561,0.0031841805922253174,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,DBA-style,0.1,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.2148191823899371,0.8753275681341719,0.6605083857442349,0.7291710581756582,0.004863860858122578,0.7291710581756582,0.004863860858122578,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,DBA-style,0.2,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.18468291404612158,0.8825340670859539,0.6978511530398324,0.7762044353521742,0.005105922778520529,0.7762044353521742,0.005105922778520529,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,DBA-style,0.3,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.17354559748427673,0.8870545073375262,0.7135089098532494,0.7801683460203924,0.0051111401458235235,0.7801683460203924,0.0051111401458235235,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.05,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.5397012578616353,0.6115041928721174,0.0718029350104822,0.4035152543299594,0.25953095653039837,0.4035152543299594,0.25953095653039837,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.1,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.4798218029350105,0.654874213836478,0.1750524109014675,0.5036336975122333,0.28045187184427434,0.5036336975122333,0.28045187184427434,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.49764150943396224,0.8787997903563941,0.38115828092243187,0.48363485756679137,0.04948499776085983,0.48363485756679137,0.04948499776085983,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.5064858490566038,0.9988862683438156,0.4924004192872118,0.4788802279843718,0.00011332728921124207,0.4788802279843718,0.00011332728921124207,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.565251572327044,0.5870676100628931,0.02181603773584906,0.3905018049495762,0.2772293210610171,0.3905018049495762,0.2772293210610171,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.47726677148846963,0.6527122641509434,0.17544549266247378,0.4838343165545856,0.29342246496754637,0.4838343165545856,0.29342246496754637,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.2,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.4173218029350105,0.8970125786163522,0.4796907756813417,0.5772797310819652,0.049170362519188146,0.5772797310819652,0.049170362519188146,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.3,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.4025157232704403,0.9974449685534591,0.5949292452830188,0.6034181105204716,0.0023774334950748205,0.6034181105204716,0.0023774334950748205,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.05,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.5490041928721174,0.6035770440251572,0.05457285115303981,0.4029198988231648,0.2737114511968722,0.4029198988231648,0.2737114511968722,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.1,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.47988731656184486,0.6538915094339622,0.17400419287211738,0.49467079021255334,0.29124667565359963,0.49467079021255334,0.29124667565359963,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.2,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.4215146750524109,0.8934748427672956,0.47196016771488464,0.5747334893023021,0.04997128117445959,0.5747334893023021,0.04997128117445959,0.8881682389937107,0.9091981132075472,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.3,0.8649109014675053,0.8662866876310272,-0.0013757861635219915,0.40854297693920333,0.9966588050314465,0.5881158280922432,0.5937096957787048,0.0034053762286405023,0.5937096957787048,0.0034053762286405023,0.8881682389937107,0.9091981132075472,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.05,0.8649109014675053,0.8704140461215932,-0.005503144654088049,0.1284722222222222,0.7466588050314465,0.6181865828092243,0.779594085327065,0.1149490847814833,0.779594085327065,0.1149490847814833,0.8881682389937107,0.8983883647798743,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.1,0.8649109014675053,0.8704140461215932,-0.005503144654088049,0.051755765199161426,0.7031577568134172,0.6514019916142557,0.9112011822657669,0.16455336790635675,0.9112011822657669,0.16455336790635675,0.8881682389937107,0.8983883647798743,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.2,0.8649109014675053,0.8704140461215932,-0.005503144654088049,0.031053459119496855,0.6638495807127883,0.6327961215932915,0.9464049788922231,0.21168452003702543,0.9464049788922231,0.21168452003702543,0.8881682389937107,0.8983883647798743,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.3,0.8649109014675053,0.8704140461215932,-0.005503144654088049,0.03000524109014675,0.653498427672956,0.6234931865828093,0.9482232016694031,0.24010092543331404,0.9482232016694031,0.24010092543331404,0.8881682389937107,0.8983883647798743,716.0
