task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.5513626834381551,0.46578673639636464,0.11605937921727395,0.11605937921727395,0.9997379454926625,0.9997379683741883,0.0,0.0,0.4483752620545074,0.5513626834381551,0.11605937921727395,0.11605937921727395,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.5463836477987422,0.47639923034831516,0.12595591542959964,0.12595591542959964,0.9997379454926625,0.9997379683741883,0.0,0.0,0.4533542976939203,0.5463836477987422,0.12595591542959964,0.12595591542959964,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.5455974842767296,0.47267454527205355,0.1241565452091768,0.1241565452091768,0.999475890985325,0.999475890985325,0.0,0.0,0.45387840670859536,0.5455974842767296,0.1241565452091768,0.1241565452091768,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.47615303983228513,0.4231667931636028,0.18758434547908232,0.18758434547908232,0.6174004192872118,0.5743158184779705,0.05810810810810811,0.05810810810810811,0.14124737945492666,0.47615303983228513,0.18758434547908232,0.18758434547908232,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.7940251572327044,0.7928358315429747,0.044534412955465584,0.044534412955465584,0.8259958071278826,0.8253948033201667,0.02117117117117117,0.02117117117117117,0.03197064989517817,0.7940251572327044,0.044534412955465584,0.044534412955465584,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.45361635220125784,0.4171937816145472,0.3153396311291048,0.3153396311291048,0.9997379454926625,0.9997379683741883,0.0,0.0,0.5461215932914046,0.45361635220125784,0.3153396311291048,0.3153396311291048,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.5,0.4407573557803413,0.21367521367521367,0.21367521367521367,0.9992138364779874,0.9992139051225648,0.00045045045045045046,0.00045045045045045046,0.49921383647798745,0.5,0.21367521367521367,0.21367521367521367,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.5060272536687631,0.44628522252699365,0.206927575348628,0.206927575348628,0.9992138364779874,0.9992139051225648,0.0009009009009009009,0.0009009009009009009,0.49318658280922434,0.5060272536687631,0.206927575348628,0.206927575348628,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.4690775681341719,0.41602812500233727,0.19478182636077374,0.19478182636077374,0.6184486373165619,0.5740636500687534,0.05315315315315315,0.05315315315315315,0.14937106918238996,0.4690775681341719,0.19478182636077374,0.19478182636077374,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.7937631027253669,0.7925518376456152,0.044534412955465584,0.044534412955465584,0.825733752620545,0.8251482806275418,0.021621621621621623,0.021621621621621623,0.03197064989517817,0.7937631027253669,0.044534412955465584,0.044534412955465584,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.43265199161425577,0.4133239030463179,0.3810166441745389,0.3810166441745389,0.9997379454926625,0.9997379683741883,0.0,0.0,0.5670859538784068,0.43265199161425577,0.3810166441745389,0.3810166441745389,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.8715932914046122,0.8719823483731693,0.8705450733752621,0.8709582187476036,0.0010482180293500676,0.8763102725366876,0.8878406708595388,0.3,22896,2,716,0.455188679245283,0.42542891297237123,0.32568600989653623,0.32568600989653623,0.9997379454926625,0.9997379225634998,0.0,0.0,0.5445492662473794,0.455188679245283,0.32568600989653623,0.32568600989653623,10.0,10.0,0.02,,,,
