task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.5416666666666666,0.49665216140621465,0.19854611540208997,0.19854611540208997,0.9997379454926625,0.9997379683741883,0.00045330915684496827,0.00045330915684496827,0.45807127882599585,0.5416666666666666,0.19854611540208997,0.19854611540208997,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.5749475890985325,0.5312166717790152,0.16447069513857338,0.16447069513857338,0.999475890985325,0.999475890985325,0.00045330915684496827,0.00045330915684496827,0.42452830188679247,0.5749475890985325,0.16447069513857338,0.16447069513857338,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.5662997903563941,0.5230708771777777,0.17355747387551113,0.17355747387551113,0.9997379454926625,0.9997379683741883,0.00045330915684496827,0.00045330915684496827,0.4334381551362684,0.5662997903563941,0.17355747387551113,0.17355747387551113,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.4368448637316562,0.40234903593686205,0.25533848250795094,0.25533848250795094,0.6027253668763103,0.5481999814764171,0.04487760652765186,0.04487760652765186,0.16588050314465408,0.4368448637316562,0.25533848250795094,0.25533848250795094,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.7484276729559748,0.748250293641626,0.08677873693775556,0.08677873693775556,0.7950733752620545,0.7947448977594366,0.0471441523118767,0.0471441523118767,0.04664570230607967,0.7484276729559748,0.08677873693775556,0.08677873693775556,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.3909853249475891,0.38011599071115687,0.4420717855520218,0.4420717855520218,0.999475890985325,0.999475890985325,0.00045330915684496827,0.00045330915684496827,0.6084905660377359,0.3909853249475891,0.4420717855520218,0.4420717855520218,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.4392033542976939,0.418158242067469,0.3689232167196729,0.3689232167196729,0.9997379454926625,0.9997379683741883,0.00045330915684496827,0.00045330915684496827,0.5605345911949686,0.4392033542976939,0.3689232167196729,0.3689232167196729,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.43474842767295596,0.4169732209960049,0.37755565651976375,0.37755565651976375,0.9997379454926625,0.9997379683741883,0.00045330915684496827,0.00045330915684496827,0.5649895178197065,0.43474842767295596,0.37755565651976375,0.37755565651976375,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.4059224318658281,0.3765960626672349,0.2971376646978646,0.2971376646978646,0.5961740041928721,0.5186914647334169,0.014959202175883953,0.014959202175883953,0.19025157232704404,0.4059224318658281,0.2971376646978646,0.2971376646978646,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.8542976939203354,0.8544734023671452,0.8542976939203354,0.8543484237131125,0.0,0.8571802935010482,0.8671383647798742,0.3,22896,2,716,0.7479035639412998,0.7476809175505615,0.08677873693775556,0.08677873693775556,0.7948113207547169,0.7945010151195628,0.047597461468721666,0.047597461468721666,0.04690775681341719,0.7479035639412998,0.08677873693775556,0.08677873693775556,,,,,,,175.0
