task,fold,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,base_clean_f1,defended_clean_acc,defended_clean_f1,clean_acc_drop,base_snn_agreement,defended_snn_agreement,train_epsilon,augmented_train_samples,num_classes,num_features,base_adv_acc,base_adv_f1,base_asr,base_evasion_asr,defended_adv_acc,defended_adv_f1,defended_asr,defended_evasion_asr,robustness_improvement,attack_reference_adv_acc,attack_reference_asr,attack_reference_evasion_asr,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.5057651991614256,0.4715405283554524,0.2555695670449769,0.2555695670449769,1.0,1.0,0.0,0.0,0.4942348008385744,0.5057651991614256,0.2555695670449769,0.2555695670449769,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.5864779874213837,0.5437270265913194,0.16351408154686844,0.16351408154686844,1.0,1.0,0.0,0.0,0.4135220125786163,0.5864779874213837,0.16351408154686844,0.16351408154686844,10.0,10.0,0.005,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.5767819706498952,0.536032622109173,0.17612442202606138,0.17612442202606138,1.0,1.0,0.0,0.0,0.4232180293501048,0.5767819706498952,0.17612442202606138,0.17612442202606138,20.0,19.0,0.002631578947368421,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.05,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.4101153039832285,0.38199924261956797,0.3484657419083649,0.3484657419083649,0.7455450733752621,0.719807381771815,0.026936026936026935,0.026936026936026935,0.3354297693920336,0.4101153039832285,0.3484657419083649,0.3484657419083649,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.05,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.9038259958071279,0.9034113621253317,0.022278268179907523,0.022278268179907523,0.9263626834381551,0.9261703580580279,0.006734006734006734,0.006734006734006734,0.02253668763102723,0.9038259958071279,0.022278268179907523,0.022278268179907523,,,,,,,175.0
binary,1,RF,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.42872117400419285,0.4100131823775601,0.3610760823875578,0.3610760823875578,1.0,1.0,0.0,0.0,0.5712788259958071,0.42872117400419285,0.3610760823875578,0.3610760823875578,,,,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.43736897274633124,0.42414546080267373,0.37788986969314836,0.37788986969314836,1.0,1.0,0.0,0.0,0.5626310272536688,0.43736897274633124,0.37788986969314836,0.37788986969314836,10.0,10.0,0.01,,,,
binary,1,RF,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.4261006289308176,0.4129852361687745,0.38545607398066417,0.38545607398066417,0.9997379454926625,0.9997379683741883,0.00042087542087542086,0.00042087542087542086,0.5736373165618449,0.4261006289308176,0.38545607398066417,0.38545607398066417,20.0,19.0,0.005263157894736842,,,,
binary,1,RF,PGD-20-SNN,transfer,BBA,0.1,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.375,0.3557035564252107,0.39932744850777635,0.39932744850777635,0.739517819706499,0.7093560433584801,0.020202020202020204,0.020202020202020204,0.364517819706499,0.375,0.39932744850777635,0.39932744850777635,,,,170.0,280.0,200.0,
binary,1,RF,PGD-20-SNN,transfer,DBA-style,0.1,0.9389412997903563,0.9388378849057996,0.9399895178197065,0.9399418671200649,-0.0010482180293501786,0.9085429769392034,0.9185010482180294,0.3,22896,2,716,0.9027777777777778,0.9023211043602563,0.022278268179907523,0.022278268179907523,0.9263626834381551,0.9261703580580279,0.006734006734006734,0.006734006734006734,0.023584905660377298,0.9027777777777778,0.022278268179907523,0.022278268179907523,,,,,,,175.0
