task,fold,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_classes,num_features,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
multi,1,RF,FGSM-SNN,0.05,0.935272536687631,0.9351454490814171,0.3018867924528302,0.2522398903216523,0.6333857442348008,0.5989739204788371,0.1911073108165883,0.8655660377358491,6,716,,,,,,,
multi,1,RF,PGD-10-SNN,0.05,0.935272536687631,0.9351454490814171,0.2759433962264151,0.23193695072939738,0.6593291404612158,0.6370243693886276,0.23899102180418982,0.8655660377358491,6,716,10.0,10.0,0.03,,,,
multi,1,RF,PGD-20-SNN,0.05,0.935272536687631,0.9351454490814171,0.2780398322851153,0.23426122873468191,0.6572327044025157,0.6370243693886276,0.24112868747327917,0.8655660377358491,6,716,20.0,19.0,0.015789473684210527,,,,
multi,1,RF,BBA,0.05,0.935272536687631,0.9351454490814171,0.29848008385744235,0.28123294273312033,0.6367924528301887,0.5309961522017956,0.3227875160324925,0.8655660377358491,6,716,,,,170.0,280.0,200.0,
multi,1,RF,DBA-style,0.05,0.935272536687631,0.9351454490814171,0.8943920335429769,0.8941732098550431,0.04088050314465408,0.027789653698161606,0.021804189824711415,0.8655660377358491,6,716,,,,,,,175.0
multi,1,RF,FGSM-SNN,0.1,0.935272536687631,0.9351454490814171,0.26257861635220126,0.2067053081831677,0.6726939203354297,0.6417272338606242,0.314664386489953,0.8655660377358491,6,716,,,,,,,
multi,1,RF,PGD-10-SNN,0.1,0.935272536687631,0.9351454490814171,0.22431865828092243,0.17701806628844366,0.7109538784067085,0.6891834117144079,0.33732364258230013,0.8655660377358491,6,716,10.0,10.0,0.03,,,,
multi,1,RF,PGD-20-SNN,0.1,0.935272536687631,0.9351454490814171,0.2180293501048218,0.1722760477813369,0.7172431865828092,0.6977340743907653,0.3386062419837537,0.8655660377358491,6,716,20.0,19.0,0.015789473684210527,,,,
multi,1,RF,BBA,0.1,0.935272536687631,0.9351454490814171,0.1878930817610063,0.1795696426106548,0.7473794549266247,0.7075673364685763,0.4035912783240701,0.8655660377358491,6,716,,,,170.0,280.0,200.0,
multi,1,RF,DBA-style,0.1,0.935272536687631,0.9351454490814171,0.8928197064989518,0.8925837594075346,0.04245283018867918,0.029927319367250963,0.022659256092347157,0.8655660377358491,6,716,,,,,,,175.0
