task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features
binary,DT,BBA,0.05,0.8543632075471698,0.8558667034001545,0.08235062893081761,0.09594118869793197,0.7720125786163522,0.8549676689751761,0.8549676689751761,0.874475890985325,716.0
binary,DT,BBA,0.1,0.8543632075471698,0.8558667034001545,0.012447589098532493,0.015491873422058402,0.8419156184486373,0.9786462725278391,0.9786462725278391,0.874475890985325,716.0
binary,DT,BBA,0.2,0.8543632075471698,0.8558667034001545,0.001441299790356394,0.001874304032340277,0.8529219077568134,0.9974360934082145,0.9974360934082145,0.874475890985325,716.0
binary,DT,BBA,0.3,0.8543632075471698,0.8558667034001545,0.0006551362683438155,0.0008529294971403499,0.853708071278826,0.9988355970589236,0.9988355970589236,0.874475890985325,716.0
binary,DT,DBA-style,0.05,0.8543632075471698,0.8558667034001545,0.1559224318658281,0.16113697602515822,0.6984407756813417,0.8057129642390222,0.8057129642390222,0.874475890985325,716.0
binary,DT,DBA-style,0.1,0.8543632075471698,0.8558667034001545,0.11091457023060797,0.11736066673558807,0.7434486373165619,0.8675277433315227,0.8675277433315227,0.874475890985325,716.0
binary,DT,DBA-style,0.2,0.8543632075471698,0.8558667034001545,0.06629979035639413,0.0747145758844435,0.7880634171907757,0.9082691846293132,0.9082691846293132,0.874475890985325,716.0
binary,DT,DBA-style,0.3,0.8543632075471698,0.8558667034001545,0.06341719077568134,0.0718496823924652,0.7909460167714885,0.9111729109893292,0.9111729109893292,0.874475890985325,716.0
binary,DT,FGSM-SNN,0.05,0.8543632075471698,0.8558667034001545,0.39904350104821806,0.4038646232302463,0.45531970649895176,0.4719671161086663,0.4719671161086663,0.874475890985325,716.0
binary,DT,FGSM-SNN,0.1,0.8543632075471698,0.8558667034001545,0.3712002096436059,0.37707314292940897,0.48316299790356393,0.50730039534383,0.50730039534383,0.874475890985325,716.0
binary,DT,FGSM-SNN,0.2,0.8543632075471698,0.8558667034001545,0.355083857442348,0.36445626864040237,0.4992793501048218,0.559594398614077,0.559594398614077,0.874475890985325,716.0
binary,DT,FGSM-SNN,0.3,0.8543632075471698,0.8558667034001545,0.3703485324947589,0.3800585518431119,0.4840146750524109,0.5407860975218035,0.5407860975218035,0.874475890985325,716.0
binary,DT,PGD-10-SNN,0.05,0.8543632075471698,0.8558667034001545,0.37984800838574423,0.3874446352280063,0.47451519916142554,0.49736709316200167,0.49736709316200167,0.874475890985325,716.0
binary,DT,PGD-10-SNN,0.1,0.8543632075471698,0.8558667034001545,0.34990828092243187,0.3566996846697095,0.5044549266247379,0.5448395804932767,0.5448395804932767,0.874475890985325,716.0
binary,DT,PGD-10-SNN,0.2,0.8543632075471698,0.8558667034001545,0.3577044025157233,0.34583056597034717,0.49665880503144655,0.4919490966878507,0.4919490966878507,0.874475890985325,716.0
binary,DT,PGD-10-SNN,0.3,0.8543632075471698,0.8558667034001545,0.3779481132075472,0.35786186013985927,0.47641509433962265,0.45580221984776914,0.45580221984776914,0.874475890985325,716.0
binary,DT,PGD-20-SNN,0.05,0.8543632075471698,0.8558667034001545,0.3834512578616352,0.3903659593525829,0.47091194968553457,0.49053218912706503,0.49053218912706503,0.874475890985325,716.0
binary,DT,PGD-20-SNN,0.1,0.8543632075471698,0.8558667034001545,0.36176624737945495,0.36726239203134925,0.49259696016771487,0.5275557037069766,0.5275557037069766,0.874475890985325,716.0
binary,DT,PGD-20-SNN,0.2,0.8543632075471698,0.8558667034001545,0.36039046121593293,0.3486728991355906,0.4939727463312369,0.4907852701956975,0.4907852701956975,0.874475890985325,716.0
binary,DT,PGD-20-SNN,0.3,0.8543632075471698,0.8558667034001545,0.3774895178197065,0.3586367474371877,0.4768736897274633,0.46102571537685244,0.46102571537685244,0.874475890985325,716.0
binary,LightGBM,BBA,0.05,0.8718553459119497,0.8726276538650761,0.2506551362683438,0.2605334430954903,0.6212002096436058,0.5657693426351511,0.5657693426351511,0.8964229559748428,716.0
binary,LightGBM,BBA,0.1,0.8718553459119497,0.8726276538650761,0.13764412997903563,0.1560708737213016,0.734211215932914,0.761494761470791,0.761494761470791,0.8964229559748428,716.0
binary,LightGBM,BBA,0.2,0.8718553459119497,0.8726276538650761,0.07095125786163523,0.08568770157889444,0.8009040880503144,0.877295075495773,0.877295075495773,0.8964229559748428,716.0
binary,LightGBM,BBA,0.3,0.8718553459119497,0.8726276538650761,0.06027253668763102,0.07358100835274954,0.8115828092243187,0.8958143041227816,0.8958143041227816,0.8964229559748428,716.0
binary,LightGBM,DBA-style,0.05,0.8718553459119497,0.8726276538650761,0.4332416142557652,0.39598828086423216,0.43861373165618445,0.25452400800323177,0.25452400800323177,0.8964229559748428,716.0
binary,LightGBM,DBA-style,0.1,0.8718553459119497,0.8726276538650761,0.43618972746331236,0.3978607731807365,0.43566561844863727,0.24929729008555115,0.24929729008555115,0.8964229559748428,716.0
binary,LightGBM,DBA-style,0.2,0.8718553459119497,0.8726276538650761,0.43442085953878407,0.39672073196530416,0.4374344863731656,0.2523761121579214,0.2523761121579214,0.8964229559748428,716.0
binary,LightGBM,DBA-style,0.3,0.8718553459119497,0.8726276538650761,0.4337002096436059,0.39625821723995713,0.4381551362683438,0.25362376569217415,0.25362376569217415,0.8964229559748428,716.0
binary,LightGBM,FGSM-SNN,0.05,0.8718553459119497,0.8726276538650761,0.5472353249475891,0.46174327660668724,0.32462002096436054,0.13860138877183015,0.13860138877183015,0.8964229559748428,716.0
binary,LightGBM,FGSM-SNN,0.1,0.8718553459119497,0.8726276538650761,0.4116876310272537,0.37581288307904925,0.460167714884696,0.3773230422001095,0.3773230422001095,0.8964229559748428,716.0
binary,LightGBM,FGSM-SNN,0.2,0.8718553459119497,0.8726276538650761,0.39308176100628933,0.36334078339684617,0.47877358490566035,0.42051275014665546,0.42051275014665546,0.8964229559748428,716.0
binary,LightGBM,FGSM-SNN,0.3,0.8718553459119497,0.8726276538650761,0.3978642557651992,0.37571295093449514,0.47399109014675045,0.42779455528708804,0.42779455528708804,0.8964229559748428,716.0
binary,LightGBM,PGD-10-SNN,0.05,0.8718553459119497,0.8726276538650761,0.5419287211740043,0.4579358674107389,0.3299266247379455,0.16461545999719726,0.16461545999719726,0.8964229559748428,716.0
binary,LightGBM,PGD-10-SNN,0.1,0.8718553459119497,0.8726276538650761,0.41037735849056606,0.3723459622299831,0.46147798742138363,0.3883602601436803,0.3883602601436803,0.8964229559748428,716.0
binary,LightGBM,PGD-10-SNN,0.2,0.8718553459119497,0.8726276538650761,0.4484407756813417,0.3933195011519198,0.4234145702306079,0.3398182088174001,0.3398182088174001,0.8964229559748428,716.0
