task,fold,model,attack,epsilon,target_label,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,targeted_evasion_asr,snn_agreement,num_classes,num_features,num_targetable,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.05,3,0.8482704402515723,0.8482339717839267,0.5288259958071279,0.48633965294267384,0.3194444444444444,0.3098656785548865,0.8212788259958071,6,716,2159,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.05,3,0.8482704402515723,0.8482339717839267,0.5673480083857443,0.5237328168383,0.280922431865828,0.37332098193608154,0.8212788259958071,6,716,2159,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.05,3,0.8482704402515723,0.8482339717839267,0.5618448637316562,0.5153342850034269,0.28642557651991607,0.38490041685965726,0.8212788259958071,6,716,2159,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.05,3,0.8482704402515723,0.8482339717839267,0.7159329140461216,0.7123297435476375,0.1323375262054507,0.23390458545622975,0.8212788259958071,6,716,2159,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.05,3,0.8482704402515723,0.8482339717839267,0.8162997903563941,0.8159449900765969,0.03197064989517817,0.05650764242704956,0.8212788259958071,6,716,2159,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.1,3,0.8482704402515723,0.8482339717839267,0.5191299790356394,0.4621314933665086,0.3291404612159329,0.3923112552107457,0.8212788259958071,6,716,2159,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.1,3,0.8482704402515723,0.8482339717839267,0.5474318658280922,0.48310553603885925,0.30083857442348005,0.4789254284390922,0.8212788259958071,6,716,2159,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.1,3,0.8482704402515723,0.8482339717839267,0.5455974842767296,0.47869284663766903,0.3026729559748427,0.4905048633626679,0.8212788259958071,6,716,2159,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.1,3,0.8482704402515723,0.8482339717839267,0.67583857442348,0.6792507073231537,0.17243186582809222,0.3047707271885132,0.8212788259958071,6,716,2159,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.1,3,0.8482704402515723,0.8482339717839267,0.8162997903563941,0.8159449900765969,0.03197064989517817,0.05650764242704956,0.8212788259958071,6,716,2159,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.2,3,0.8482704402515723,0.8482339717839267,0.510482180293501,0.43474826716622045,0.33778825995807127,0.4159333024548402,0.8212788259958071,6,716,2159,,,,,,,
