task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,targeted_evasion_asr,snn_agreement,num_features,num_targetable,target_label
multi_targeted_non_malicious,DT,BBA-targeted-benign,0.05,0.8492531446540881,0.8492663361595778,0.345125786163522,0.2594975506092665,0.504127358490566,0.895308958634544,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,BBA-targeted-benign,0.1,0.8492531446540881,0.8492663361595778,0.3032625786163522,0.18890316815374722,0.5459905660377359,0.9693080703957042,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,BBA-targeted-benign,0.2,0.8492531446540881,0.8492663361595778,0.29441823899371067,0.17254574495805172,0.5548349056603773,0.9848327358737599,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,BBA-targeted-benign,0.3,0.8492531446540881,0.8492663361595778,0.2929769392033543,0.16994904999643767,0.5562762054507338,0.9873701605288008,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,DBA-style-targeted-benign,0.05,0.8492531446540881,0.8492663361595778,0.5155922431865828,0.48732399011193184,0.33366090146750527,0.5927283981360416,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,DBA-style-targeted-benign,0.1,0.8492531446540881,0.8492663361595778,0.4986897274633124,0.46746071815013857,0.35056341719077566,0.6226522111167674,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,DBA-style-targeted-benign,0.2,0.8492531446540881,0.8492663361595778,0.4913522012578616,0.45756583933512385,0.3579009433962264,0.6355866315780384,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,DBA-style-targeted-benign,0.3,0.8492531446540881,0.8492663361595778,0.486438679245283,0.4501933047510076,0.362814465408805,0.6442071142739325,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,FGSM-SNN-targeted-benign,0.05,0.8492531446540881,0.8492663361595778,0.46403301886792453,0.4114649083780622,0.3852201257861635,0.38936165469928324,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,FGSM-SNN-targeted-benign,0.1,0.8492531446540881,0.8492663361595778,0.45774371069182385,0.39726548039643067,0.3915094339622642,0.40497870489907023,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,FGSM-SNN-targeted-benign,0.2,0.8492531446540881,0.8492663361595778,0.45191299790356393,0.37951695534525054,0.3973401467505241,0.43852673166851264,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,FGSM-SNN-targeted-benign,0.3,0.8492531446540881,0.8492663361595778,0.45322327044025157,0.3801199319174925,0.3960298742138365,0.4270420001205142,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-10-SNN-targeted-benign,0.05,0.8492531446540881,0.8492663361595778,0.4889937106918239,0.4474618461923757,0.3602594339622641,0.374896929769661,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-10-SNN-targeted-benign,0.1,0.8492531446540881,0.8492663361595778,0.5228642557651991,0.4803573164852454,0.3263888888888889,0.2734671310126649,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-10-SNN-targeted-benign,0.2,0.8492531446540881,0.8492663361595778,0.5045204402515724,0.452239306428655,0.3447327044025157,0.27350214954560353,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-10-SNN-targeted-benign,0.3,0.8492531446540881,0.8492663361595778,0.4797562893081761,0.4299473457166384,0.3694968553459119,0.28422611749299215,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-20-SNN-targeted-benign,0.05,0.8492531446540881,0.8492663361595778,0.4869627882599581,0.44015875651549335,0.36229035639413,0.3830700450180034,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-20-SNN-targeted-benign,0.1,0.8492531446540881,0.8492663361595778,0.5067479035639413,0.45517806257818466,0.3425052410901468,0.28889242594201187,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-20-SNN-targeted-benign,0.2,0.8492531446540881,0.8492663361595778,0.4917452830188679,0.43441396866180415,0.35750786163522014,0.2625481733708841,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,DT,PGD-20-SNN-targeted-benign,0.3,0.8492531446540881,0.8492663361595778,0.46599842767295596,0.41340125078236933,0.38325471698113206,0.30420081463269155,0.8495151991614256,716.0,2149.5,3
multi_targeted_non_malicious,LightGBM,BBA-targeted-benign,0.05,0.8931472746331237,0.892921950400815,0.4005503144654088,0.3179931685343921,0.4925969601677149,0.8440912853326261,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,BBA-targeted-benign,0.1,0.8931472746331237,0.892921950400815,0.3689727463312369,0.2651121308644311,0.5241745283018868,0.898180555981015,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,BBA-targeted-benign,0.2,0.8931472746331237,0.892921950400815,0.3419156184486373,0.22207615690866395,0.5512316561844863,0.9446213647129332,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,BBA-targeted-benign,0.3,0.8931472746331237,0.892921950400815,0.33176100628930816,0.20492876932676357,0.5613862683438156,0.9620693317255328,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,DBA-style-targeted-benign,0.05,0.8931472746331237,0.892921950400815,0.6570361635220126,0.6415144086220894,0.2361111111111111,0.4047077836154919,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,DBA-style-targeted-benign,0.1,0.8931472746331237,0.892921950400815,0.6547431865828093,0.638679333870821,0.23840408805031446,0.4086355336040909,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,DBA-style-targeted-benign,0.2,0.8931472746331237,0.892921950400815,0.6539570230607967,0.6383654935859736,0.239190251572327,0.4099969194453367,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,DBA-style-targeted-benign,0.3,0.8931472746331237,0.892921950400815,0.6531053459119497,0.6375529679760674,0.24004192872117397,0.41145810989897946,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,FGSM-SNN-targeted-benign,0.05,0.8931472746331237,0.892921950400815,0.5784198113207547,0.5002767157248362,0.314727463312369,0.182974221070164,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,FGSM-SNN-targeted-benign,0.1,0.8931472746331237,0.892921950400815,0.5685927672955975,0.4739039677881078,0.3245545073375262,0.23377224270627286,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,FGSM-SNN-targeted-benign,0.2,0.8931472746331237,0.892921950400815,0.556145178197065,0.4632249565436789,0.3370020964360587,0.2091757894523702,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,FGSM-SNN-targeted-benign,0.3,0.8931472746331237,0.892921950400815,0.547562893081761,0.46288078065401705,0.3455843815513627,0.18387299250906353,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-10-SNN-targeted-benign,0.05,0.8931472746331237,0.892921950400815,0.6036425576519916,0.5339068952943344,0.28950471698113206,0.13300729084524962,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-10-SNN-targeted-benign,0.1,0.8931472746331237,0.892921950400815,0.6022012578616353,0.527837961091266,0.29094601677148846,0.12719724469544424,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-10-SNN-targeted-benign,0.2,0.8931472746331237,0.892921950400815,0.5945361635220126,0.5209931928961926,0.29861111111111116,0.060863437695850814,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-10-SNN-targeted-benign,0.3,0.8931472746331237,0.892921950400815,0.5707547169811321,0.5019098784720768,0.3223925576519916,0.10913970446166615,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-20-SNN-targeted-benign,0.05,0.8931472746331237,0.892921950400815,0.5900157232704403,0.5098849921744636,0.30313155136268344,0.11848092930016141,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-20-SNN-targeted-benign,0.1,0.8931472746331237,0.892921950400815,0.5917190775681342,0.5064401510441631,0.30142819706498947,0.09153631845105417,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-20-SNN-targeted-benign,0.2,0.8931472746331237,0.892921950400815,0.5841194968553459,0.5080682711091526,0.3090277777777778,0.06175654523552271,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,LightGBM,PGD-20-SNN-targeted-benign,0.3,0.8931472746331237,0.892921950400815,0.5671514675052411,0.4932875767790833,0.32599580712788256,0.1072689985049286,0.8753930817610063,716.0,2226.5,3
multi_targeted_non_malicious,RF,BBA-targeted-benign,0.05,0.8814858490566038,0.8811274638650882,0.7457416142557652,0.7404743212652966,0.13574423480083858,0.232654260081783,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,BBA-targeted-benign,0.1,0.8814858490566038,0.8811274638650882,0.6951650943396226,0.694521508618798,0.18632075471698115,0.31934816391517645,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,BBA-targeted-benign,0.2,0.8814858490566038,0.8811274638650882,0.5745545073375262,0.5622832092450347,0.30693134171907765,0.5260365204776429,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,BBA-targeted-benign,0.3,0.8814858490566038,0.8811274638650882,0.5214884696016772,0.48751548099531333,0.3599973794549266,0.6169722786499083,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,DBA-style-targeted-benign,0.05,0.8814858490566038,0.8811274638650882,0.8636006289308176,0.8630816374211651,0.017885220125786194,0.03064485860681575,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,DBA-style-targeted-benign,0.1,0.8814858490566038,0.8811274638650882,0.8634696016771488,0.8629486401308242,0.018016247379454953,0.030869024504655194,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,DBA-style-targeted-benign,0.2,0.8814858490566038,0.8811274638650882,0.86333857442348,0.8628152446405442,0.01814727463312371,0.031093642653801646,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,DBA-style-targeted-benign,0.3,0.8814858490566038,0.8811274638650882,0.8624213836477987,0.8618799086238533,0.01906446540880502,0.03266608062823993,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,FGSM-SNN-targeted-benign,0.05,0.8814858490566038,0.8811274638650882,0.5825471698113207,0.5342880000115793,0.29893867924528306,0.18813373776748354,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,FGSM-SNN-targeted-benign,0.1,0.8814858490566038,0.8811274638650882,0.5719994758909853,0.4958444382069864,0.30948637316561844,0.27424193995248175,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,FGSM-SNN-targeted-benign,0.2,0.8814858490566038,0.8811274638650882,0.5738993710691824,0.4827526283057566,0.3075864779874214,0.2268982433047419,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,FGSM-SNN-targeted-benign,0.3,0.8814858490566038,0.8811274638650882,0.5731787211740043,0.4778306907775514,0.3083071278825996,0.17532625724897585,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,PGD-10-SNN-targeted-benign,0.05,0.8814858490566038,0.8811274638650882,0.5993186582809225,0.547295080597723,0.28216719077568136,0.25311670214262066,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,PGD-10-SNN-targeted-benign,0.1,0.8814858490566038,0.8811274638650882,0.5728511530398323,0.4853658958133442,0.3086346960167715,0.3947365536554174,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,PGD-10-SNN-targeted-benign,0.2,0.8814858490566038,0.8811274638650882,0.5722615303983228,0.4772454193207672,0.30922431865828093,0.36639664083778994,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,PGD-10-SNN-targeted-benign,0.3,0.8814858490566038,0.8811274638650882,0.5736373165618448,0.47960770251681545,0.30784853249475896,0.3547291427446422,0.8677279874213837,716.0,2226.75,3
multi_targeted_non_malicious,RF,PGD-20-SNN-targeted-benign,0.05,0.8814858490566038,0.8811274638650882,0.5919156184486374,0.5360737696561952,0.2895702306079665,0.26896364679537127,0.8677279874213837,716.0,2226.75,3
