task,fold,model,attack,epsilon,target_label,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,targeted_evasion_asr,snn_agreement,num_classes,num_features,num_targetable,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.05,3,0.8537735849056604,0.85372548382185,0.4942348008385744,0.455596945783881,0.35953878406708595,0.3353321033210332,0.8270440251572327,6,716,2168,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.05,3,0.8537735849056604,0.85372548382185,0.5356394129979035,0.4954389910416913,0.31813417190775684,0.4174354243542435,0.8270440251572327,6,716,2168,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.05,3,0.8537735849056604,0.85372548382185,0.5235849056603774,0.4755959920895889,0.33018867924528295,0.4432656826568266,0.8270440251572327,6,716,2168,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.05,3,0.8537735849056604,0.85372548382185,0.72562893081761,0.7210403516981678,0.1281446540880503,0.22555350553505535,0.8270440251572327,6,716,2168,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.05,3,0.8537735849056604,0.85372548382185,0.8176100628930818,0.8171760081232493,0.03616352201257855,0.06365313653136531,0.8270440251572327,6,716,2168,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.1,3,0.8537735849056604,0.85372548382185,0.4803459119496855,0.42073752571850176,0.37342767295597484,0.4603321033210332,0.8270440251572327,6,716,2168,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.1,3,0.8537735849056604,0.85372548382185,0.5060272536687631,0.44033342037382117,0.34774633123689724,0.5465867158671587,0.8270440251572327,6,716,2168,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.1,3,0.8537735849056604,0.85372548382185,0.5020964360587002,0.4317552343793647,0.3516771488469601,0.5701107011070111,0.8270440251572327,6,716,2168,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.1,3,0.8537735849056604,0.85372548382185,0.6595911949685535,0.6622315852039984,0.1941823899371069,0.341789667896679,0.8270440251572327,6,716,2168,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.1,3,0.8537735849056604,0.85372548382185,0.8220649895178197,0.8217645085480862,0.031708595387840655,0.05581180811808118,0.8270440251572327,6,716,2168,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.2,3,0.8537735849056604,0.85372548382185,0.4777253668763103,0.402235812502044,0.37604821802935007,0.5369003690036901,0.8270440251572327,6,716,2168,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.2,3,0.8537735849056604,0.85372548382185,0.5110062893081762,0.44072719131674837,0.3427672955974842,0.566420664206642,0.8270440251572327,6,716,2168,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.2,3,0.8537735849056604,0.85372548382185,0.5183438155136268,0.4472512094765364,0.3354297693920335,0.566420664206642,0.8270440251572327,6,716,2168,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.2,3,0.8537735849056604,0.85372548382185,0.5442872117400419,0.5235475055595803,0.30948637316561844,0.5447416974169742,0.8270440251572327,6,716,2168,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.2,3,0.8537735849056604,0.85372548382185,0.8220649895178197,0.8217645085480862,0.031708595387840655,0.05581180811808118,0.8270440251572327,6,716,2168,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.3,3,0.8537735849056604,0.85372548382185,0.47877358490566035,0.3996744289786387,0.375,0.522140221402214,0.8270440251572327,6,716,2168,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.3,3,0.8537735849056604,0.85372548382185,0.5186058700209644,0.44684154119774444,0.335167714884696,0.5428966789667896,0.8270440251572327,6,716,2168,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.3,3,0.8537735849056604,0.85372548382185,0.52437106918239,0.45181568801953725,0.3294025157232704,0.540129151291513,0.8270440251572327,6,716,2168,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.3,3,0.8537735849056604,0.85372548382185,0.4989517819706499,0.4565098479994866,0.3548218029350105,0.6245387453874539,0.8270440251572327,6,716,2168,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.3,3,0.8537735849056604,0.85372548382185,0.8223270440251572,0.8220337462707208,0.03144654088050314,0.055350553505535055,0.8270440251572327,6,716,2168,,,,,,,175.0
multi_targeted_non_malicious,1,DT,FGSM-SNN-targeted-benign,0.05,3,0.8288784067085954,0.8285317475200306,0.5246331236897275,0.48098374048441156,0.3042452830188679,0.18798828125,0.8191823899371069,6,716,2048,,,,,,,
multi_targeted_non_malicious,1,DT,PGD-10-SNN-targeted-benign,0.05,3,0.8288784067085954,0.8285317475200306,0.590146750524109,0.5508303211996309,0.23873165618448633,0.17333984375,0.8191823899371069,6,716,2048,10.0,3.0,0.1,,,,
multi_targeted_non_malicious,1,DT,PGD-20-SNN-targeted-benign,0.05,3,0.8288784067085954,0.8285317475200306,0.5762578616352201,0.5355979275103377,0.2526205450733753,0.197265625,0.8191823899371069,6,716,2048,20.0,9.5,0.031578947368421054,,,,
multi_targeted_non_malicious,1,DT,BBA-targeted-benign,0.05,3,0.8288784067085954,0.8285317475200306,0.3210167714884696,0.21425319178458324,0.5078616352201257,0.9462890625,0.8191823899371069,6,716,2048,,,,80.0,160.0,115.0,
multi_targeted_non_malicious,1,DT,DBA-style-targeted-benign,0.05,3,0.8288784067085954,0.8285317475200306,0.47458071278826,0.4398115421019058,0.3542976939203354,0.66015625,0.8191823899371069,6,716,2048,,,,,,,105.0
multi_targeted_non_malicious,1,DT,FGSM-SNN-targeted-benign,0.1,3,0.8288784067085954,0.8285317475200306,0.5028825995807128,0.4445767820952547,0.32599580712788256,0.1650390625,0.8191823899371069,6,716,2048,,,,,,,
multi_targeted_non_malicious,1,DT,PGD-10-SNN-targeted-benign,0.1,3,0.8288784067085954,0.8285317475200306,0.6194968553459119,0.576666491880007,0.20938155136268344,0.107421875,0.8191823899371069,6,716,2048,10.0,3.0,0.1,,,,
multi_targeted_non_malicious,1,DT,PGD-20-SNN-targeted-benign,0.1,3,0.8288784067085954,0.8285317475200306,0.6168763102725366,0.573192694009819,0.21200209643605872,0.1142578125,0.8191823899371069,6,716,2048,20.0,9.5,0.031578947368421054,,,,
multi_targeted_non_malicious,1,DT,BBA-targeted-benign,0.1,3,0.8288784067085954,0.8285317475200306,0.300314465408805,0.17557569113683583,0.5285639412997903,0.98486328125,0.8191823899371069,6,716,2048,,,,80.0,160.0,115.0,
multi_targeted_non_malicious,1,DT,DBA-style-targeted-benign,0.1,3,0.8288784067085954,0.8285317475200306,0.4620020964360587,0.42506889146979254,0.36687631027253664,0.68359375,0.8191823899371069,6,716,2048,,,,,,,105.0
multi_targeted_non_malicious,1,DT,FGSM-SNN-targeted-benign,0.2,3,0.8288784067085954,0.8285317475200306,0.4889937106918239,0.42230439332423625,0.33988469601677146,0.17578125,0.8191823899371069,6,716,2048,,,,,,,
multi_targeted_non_malicious,1,DT,PGD-10-SNN-targeted-benign,0.2,3,0.8288784067085954,0.8285317475200306,0.5982704402515723,0.5541192605633448,0.23060796645702308,0.04931640625,0.8191823899371069,6,716,2048,10.0,3.0,0.1,,,,
multi_targeted_non_malicious,1,DT,PGD-20-SNN-targeted-benign,0.2,3,0.8288784067085954,0.8285317475200306,0.5555555555555556,0.5031300477062038,0.2733228511530398,0.05322265625,0.8191823899371069,6,716,2048,20.0,9.5,0.031578947368421054,,,,
multi_targeted_non_malicious,1,DT,BBA-targeted-benign,0.2,3,0.8288784067085954,0.8285317475200306,0.2974318658280922,0.17027185923927496,0.5314465408805031,0.990234375,0.8191823899371069,6,716,2048,,,,80.0,160.0,115.0,
