task,fold,model,attack,epsilon,target_label,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,targeted_evasion_asr,snn_agreement,num_classes,num_features,num_targetable,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.05,3,0.8448637316561844,0.8447259741935895,0.5545073375262054,0.5189289660423883,0.29035639412997905,0.23087686567164178,0.8265199161425576,6,716,2144,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.05,3,0.8448637316561844,0.8447259741935895,0.5812368972746331,0.5430520356365063,0.2636268343815513,0.30597014925373134,0.8265199161425576,6,716,2144,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.05,3,0.8448637316561844,0.8447259741935895,0.5704926624737946,0.5267593176070209,0.27437106918238985,0.32649253731343286,0.8265199161425576,6,716,2144,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.05,3,0.8448637316561844,0.8447259741935895,0.715146750524109,0.7106201073576754,0.12971698113207542,0.23087686567164178,0.8265199161425576,6,716,2144,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.05,3,0.8448637316561844,0.8447259741935895,0.814727463312369,0.8142821500035896,0.030136268343815442,0.05363805970149254,0.8265199161425576,6,716,2144,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.1,3,0.8448637316561844,0.8447259741935895,0.5560796645702306,0.49107090160323663,0.28878406708595383,0.26026119402985076,0.8265199161425576,6,716,2144,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.1,3,0.8448637316561844,0.8447259741935895,0.5461215932914046,0.47421090905529595,0.2987421383647798,0.45802238805970147,0.8265199161425576,6,716,2144,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.1,3,0.8448637316561844,0.8447259741935895,0.5424528301886793,0.4677239900843291,0.30241090146750516,0.46875,0.8265199161425576,6,716,2144,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.1,3,0.8448637316561844,0.8447259741935895,0.6755765199161425,0.6792301190016846,0.1692872117400419,0.30130597014925375,0.8265199161425576,6,716,2144,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.1,3,0.8448637316561844,0.8447259741935895,0.8139412997903563,0.8134801950918076,0.030922431865828104,0.05503731343283582,0.8265199161425576,6,716,2144,,,,,,,175.0
