task,fold,model,attack,epsilon,target_label,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,targeted_evasion_asr,snn_agreement,num_classes,num_features,num_targetable,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.05,3,0.8414570230607966,0.8414861850699382,0.5809748427672956,0.5596760509899144,0.260482180293501,0.12891172349369454,0.8105345911949685,6,716,2141,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.05,3,0.8414570230607966,0.8414861850699382,0.5678721174004193,0.5281293680376418,0.2735849056603773,0.32368052312003737,0.8105345911949685,6,716,2141,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.05,3,0.8414570230607966,0.8414861850699382,0.5639412997903563,0.5235422770972125,0.2775157232704403,0.32788416627744044,0.8105345911949685,6,716,2141,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.05,3,0.8414570230607966,0.8414861850699382,0.6873689727463312,0.680319935088971,0.15408805031446537,0.2746380196170014,0.8105345911949685,6,716,2141,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.05,3,0.8414570230607966,0.8414861850699382,0.7958595387840671,0.7949432771540523,0.045597484276729494,0.0812704343764596,0.8105345911949685,6,716,2141,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.1,3,0.8414570230607966,0.8414861850699382,0.5526729559748428,0.5024106153564659,0.28878406708595383,0.26763194768799625,0.8105345911949685,6,716,2141,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.1,3,0.8414570230607966,0.8414861850699382,0.5435010482180294,0.478342416745702,0.29795597484276726,0.4950957496496964,0.8105345911949685,6,716,2141,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.1,3,0.8414570230607966,0.8414861850699382,0.5414046121593291,0.47583317167007305,0.3000524109014675,0.4950957496496964,0.8105345911949685,6,716,2141,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.1,3,0.8414570230607966,0.8414861850699382,0.6189727463312369,0.6190756242021794,0.22248427672955973,0.3965436711816908,0.8105345911949685,6,716,2141,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.1,3,0.8414570230607966,0.8414861850699382,0.7958595387840671,0.7949432771540523,0.045597484276729494,0.0812704343764596,0.8105345911949685,6,716,2141,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.2,3,0.8414570230607966,0.8414861850699382,0.5414046121593291,0.4750221804323898,0.3000524109014675,0.2741709481550677,0.8105345911949685,6,716,2141,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.2,3,0.8414570230607966,0.8414861850699382,0.539308176100629,0.4660554568336934,0.30214884696016764,0.5063054647361046,0.8105345911949685,6,716,2141,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.2,3,0.8414570230607966,0.8414861850699382,0.5366876310272537,0.463903595781338,0.3047693920335429,0.5189163942083139,0.8105345911949685,6,716,2141,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.2,3,0.8414570230607966,0.8414861850699382,0.5487421383647799,0.5438983459385597,0.2927148846960167,0.5217188229799159,0.8105345911949685,6,716,2141,,,,170.0,280.0,200.0,
multi_targeted_non_malicious,1,RF,DBA-style-targeted-benign,0.2,3,0.8414570230607966,0.8414861850699382,0.7955974842767296,0.7946687624893356,0.04585953878406701,0.08173750583839327,0.8105345911949685,6,716,2141,,,,,,,175.0
multi_targeted_non_malicious,1,RF,FGSM-SNN-targeted-benign,0.3,3,0.8414570230607966,0.8414861850699382,0.5374737945492662,0.45331460818340263,0.30398322851153037,0.17888836992059784,0.8105345911949685,6,716,2141,,,,,,,
multi_targeted_non_malicious,1,RF,PGD-10-SNN-targeted-benign,0.3,3,0.8414570230607966,0.8414861850699382,0.5427148846960168,0.4677285989537858,0.2987421383647798,0.4675385333956095,0.8105345911949685,6,716,2141,10.0,10.0,0.03,,,,
multi_targeted_non_malicious,1,RF,PGD-20-SNN-targeted-benign,0.3,3,0.8414570230607966,0.8414861850699382,0.5416666666666666,0.46615175837543354,0.29979035639413,0.4796823914058851,0.8105345911949685,6,716,2141,20.0,19.0,0.015789473684210527,,,,
multi_targeted_non_malicious,1,RF,BBA-targeted-benign,0.3,3,0.8414570230607966,0.8414861850699382,0.4916142557651992,0.4694200747664972,0.34984276729559743,0.6235404016814573,0.8105345911949685,6,716,2141,,,,170.0,280.0,200.0,
