task,fold,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_classes,num_features
multi,1,RF,FGSM-SNN,0.3,0.6079664570230608,0.5019005057596536,0.4562368972746331,0.36583342389550444,0.15172955974842772,0.2571174377224199,0.2451067615658363,0.9122117400419287,6,453
multi,1,RF,PGD-10-SNN,0.3,0.6079664570230608,0.5019005057596536,0.40749475890985326,0.30728409115879096,0.20047169811320759,0.3233985765124555,0.1659252669039146,0.9122117400419287,6,453
multi,1,RF,PGD-20-SNN,0.3,0.6079664570230608,0.5019005057596536,0.405398322851153,0.30323812653507315,0.20256813417190783,0.32562277580071175,0.1699288256227758,0.9122117400419287,6,453
multi,1,RF,BBA,0.3,0.6079664570230608,0.5019005057596536,0.3417190775681342,0.22295106610564885,0.26624737945492666,0.4306049822064057,0.12277580071174377,0.9122117400419287,6,453
multi,1,RF,DBA-style,0.3,0.6079664570230608,0.5019005057596536,0.6056079664570231,0.49892537535793785,0.002358490566037763,0.003113879003558719,0.0,0.9122117400419287,6,453
multi,1,DT,FGSM-SNN,0.05,0.5969601677148847,0.49056557597270156,0.43134171907756813,0.33819757103412346,0.16561844863731656,0.2808683853459973,0.24197195838986885,0.9179769392033543,6,453
multi,1,DT,PGD-10-SNN,0.05,0.5969601677148847,0.49056557597270156,0.3977987421383648,0.29243813864454,0.1991614255765199,0.3306196291270918,0.16689280868385345,0.9179769392033543,6,453
multi,1,DT,PGD-20-SNN,0.05,0.5969601677148847,0.49056557597270156,0.39832285115303984,0.29408619961486776,0.19863731656184486,0.3310719131614654,0.1691542288557214,0.9179769392033543,6,453
multi,1,DT,BBA,0.05,0.5969601677148847,0.49056557597270156,0.3259958071278826,0.2034478331719416,0.2709643605870021,0.43735866123925826,0.12935323383084577,0.9179769392033543,6,453
multi,1,DT,DBA-style,0.05,0.5969601677148847,0.49056557597270156,0.33464360587002095,0.20499146585534167,0.26231656184486374,0.431026684758028,0.10673903211216644,0.9179769392033543,6,453
multi,1,DT,FGSM-SNN,0.1,0.5969601677148847,0.49056557597270156,0.4169287211740042,0.31404568743863276,0.1800314465408805,0.3043871551334238,0.2596110357304387,0.9179769392033543,6,453
multi,1,DT,PGD-10-SNN,0.1,0.5969601677148847,0.49056557597270156,0.3828616352201258,0.2781099680139966,0.2140985324947589,0.35639981908638624,0.17096336499321574,0.9179769392033543,6,453
multi,1,DT,PGD-20-SNN,0.1,0.5969601677148847,0.49056557597270156,0.38967505241090145,0.2860963040927242,0.20728511530398325,0.344640434192673,0.16056083220262324,0.9179769392033543,6,453
multi,1,DT,BBA,0.1,0.5969601677148847,0.49056557597270156,0.32573375262054505,0.200511000070644,0.27122641509433965,0.43781094527363185,0.14020805065581185,0.9179769392033543,6,453
multi,1,DT,DBA-style,0.1,0.5969601677148847,0.49056557597270156,0.32966457023060797,0.19493618662167467,0.2672955974842767,0.43509724106739034,0.11940298507462686,0.9179769392033543,6,453
multi,1,DT,FGSM-SNN,0.2,0.5969601677148847,0.49056557597270156,0.4187631027253669,0.3070891151845594,0.17819706498951782,0.30303030303030304,0.23835368611488014,0.9179769392033543,6,453
multi,1,DT,PGD-10-SNN,0.2,0.5969601677148847,0.49056557597270156,0.3888888888888889,0.283562070600283,0.2080712788259958,0.34780642243328813,0.15784712799638173,0.9179769392033543,6,453
multi,1,DT,PGD-20-SNN,0.2,0.5969601677148847,0.49056557597270156,0.38836477987421386,0.2845482262626156,0.20859538784067083,0.3509724106739032,0.1691542288557214,0.9179769392033543,6,453
